 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/15/2018


"Rank","Name","S","W-L","Aces","Per Set"
"268","Portland","124","20-13","1602","589","4201","33.88"
"269","Central Ark.","121","26-7","1621","620","4098","33.87"
"270","Kennesaw St.","120","24-7","1650","636","4059","33.83"
"271","Cincinnati","133","26-8","1860","629","4496","33.80"
"272","St. Francis Brooklyn","104","10-18","1209","582","3514","33.79"
"273","Nebraska","133","29-7","1772","582","4491","33.77"
"274","Lafayette","99","5-23","1052","557","3342","33.76"
"275","New Orleans","121","12-19","1408","619","4073","33.66"
"276","Wyoming","119","20-11","1514","540","4001","33.62"
"277","Morgan St.","102","13-15","1237","512","3429","33.62"
"278","UNLV","130","22-12","1655","629","4369","33.61"
"279","Gardner-Webb","111","7-22","1158","676","3729","33.59"
"280","Cal Poly","96","25-3","1321","387","3224","33.58"
"281","Virginia Tech","108","14-16","1368","630","3626","33.57"
"282","Miami (FL)","94","13-12","1203","459","3153","33.54"
"283","LMU (CA)","112","21-10","1612","620","3753","33.51"
"284","American","121","20-13","1533","517","4054","33.50"
"285","Liberty","116","15-17","1514","609","3882","33.47"
"286","New Mexico","122","15-15","1418","703","4082","33.46"
"287","The Citadel","113","12-19","1263","653","3780","33.45"
"288","William & Mary","89","5-20","981","547","2976","33.44"
"289","N.C. Central","91","6-19","936","538","3042","33.43"
"290","Virginia","107","8-20","1305","628","3573","33.39"
"291","N.C. A&T","93","14-12","1122","619","3104","33.38"
"292","Hampton","103","8-19","1212","631","3426","33.26"
"293","Penn","89","6-19","1019","483","2959","33.25"
"294","Missouri","119","24-8","1606","565","3954","33.23"
"295","VCU","105","19-9","1253","510","3484","33.18"
"296","Southern U.","111","13-17","1215","641","3683","33.18"
"297","Ga. Southern","119","9-22","1338","702","3943","33.13"
"298","Jacksonville","106","5-24","1162","633","3512","33.13"
"299","Mississippi St.","110","5-26","1235","594","3639","33.08"
"300","Texas Southern","121","11-22","1310","746","3997","33.03"
"301","Southeastern La.","101","2-27","1066","599","3336","33.03"
"302","Syracuse","108","19-9","1390","493","3561","32.97"
"303","Clemson","129","19-15","1717","731","4247","32.92"
"304","Western Ill.","109","3-26","1123","585","3588","32.92"
"305","Mississippi Val.","109","5-26","953","746","3584","32.88"
"306","Grambling","128","11-24","1333","775","4204","32.84"
"307","South Carolina","112","20-10","1411","541","3676","32.82"
"308","Kansas","109","15-12","1367","606","3568","32.73"
"309","Hartford","86","11-14","1064","399","2810","32.67"
"310","San Diego St.","125","10-21","1581","737","4084","32.67"
"311","Utah St.","112","5-24","1155","616","3658","32.66"
"312","BYU","107","31-2","1521","468","3469","32.42"
"313","Pittsburgh","114","30-2","1653","579","3688","32.35"
"314","Western Ky.","117","20-10","1487","596","3782","32.32"
"315","Texas","101","23-5","1404","393","3261","32.29"
"316","Michigan St.","121","17-16","1493","677","3905","32.27"
"317","Siena","114","4-28","1105","622","3679","32.27"
"318","Jackson St.","130","10-24","1412","853","4193","32.25"
"319","South Alabama","115","13-17","1417","621","3696","32.14"
"320","Colorado St.","112","23-8","1518","575","3597","32.12"
"321","Rutgers","114","6-27","1310","680","3638","31.91"
"322","Florida","123","26-7","1560","560","3916","31.84"
"323","Wake Forest","115","10-20","1302","641","3655","31.78"
"324","Alcorn","110","10-20","1119","643","3442","31.29"
"325","Alabama St.","142","23-18","1619","830","4437","31.25"
"326","Alabama A&M","129","22-16","1521","608","4020","31.16"
"327","Coppin St.","117","12-20","1267","697","3595","30.73"
"328","Lamar University","99","7-20","1101","573","3026","30.57"
"329","Delaware St.","99","2-27","926","624","3016","30.46"
"330","Manhattan","112","5-27","988","540","3344","29.86"
"331","Savannah St.","81","3-21","710","504","2373","29.30"
"332","UMES","92","10-16","968","414","2673","29.05"
"333","Norfolk St.","70","4-17","679","397","2031","29.01"
"334","South Carolina St.","82","1-25","676","520","2358","28.76"
Reclassifying
"NR","California Baptist","128","21-11","1680","664","4847","37.87"
"NR","North Ala.","90","4-21","870","508","3101","34.46"

NCAA Women's Volleyball
Division ITeam Assists
Through Games 12/15/2018


"Rank","Name","S","W-L","Assists"
"1","Tulane","143","29-9","1869"
"2","Col. of Charleston","135","24-12","1807"
"3","Valparaiso","146","27-11","1805"
"4","UNI","126","24-10","1784"
"5","Illinois","132","32-4","1767"
"6","Bryant","139","22-13","1765"
"7","Cincinnati","133","26-8","1750"
"8","Oregon","126","23-11","1740"
"9","St. John's (NY)","138","23-12","1705"
"10","Stanford","121","34-1","1693"
"11","Eastern Mich.","128","21-14","1692"
"","Samford","136","19-15","1692"
"13","Utah Valley","141","20-14","1665"
"14","Texas St.","124","27-7","1660"
"15","Utah","128","19-14","1652"
"","Hofstra","127","25-8","1652"
"17","Northern Ariz.","132","26-9","1651"
"","Nebraska","133","29-7","1651"
"19","Iowa St.","123","21-13","1639"
"20","Tennessee","125","26-6","1638"
"21","Bradley","127","24-9","1629"
"22","Rice","118","24-7","1621"
"23","Southern California","125","22-11","1618"
"24","Clemson","129","19-15","1617"
"25","Purdue","130","24-9","1615"
"26","Fresno St.","130","22-11","1595"
"27","Washington St.","130","23-10","1594"
"28","ETSU","125","28-7","1592"
"29","Arizona","125","22-11","1584"
"30","Marquette","115","28-7","1581"
"31","Wisconsin","117","25-7","1579"
"32","Wichita St.","127","14-18","1574"
"33","Southern Miss.","127","17-15","1572"
"","Creighton","118","29-5","1572"
"35","Pittsburgh","114","30-2","1571"
"36","Idaho St.","125","19-14","1568"
"37","Northern Ky.","121","21-10","1567"
"38","Colorado","125","18-14","1563"
"","North Texas","131","19-17","1563"
"","Austin Peay","121","27-5","1563"
"41","Little Rock","125","19-13","1562"
"42","Michigan","122","24-10","1555"
"43","Idaho","123","23-10","1553"
"44","Washington","123","20-13","1552"
"","Kennesaw St.","120","24-7","1552"
"46","Baylor","118","20-9","1551"
"47","Air Force","128","17-15","1547"
"48","UCF","117","27-4","1545"
"49","UMKC","123","21-11","1544"
"50","Texas A&M","123","17-13","1541"
"","South Fla.","129","20-12","1541"
"52","Jacksonville St.","124","18-14","1540"
"53","LMU (CA)","112","21-10","1539"
"54","Illinois St.","115","25-8","1537"
"55","Purdue Fort Wayne","120","18-14","1534"
"56","Arkansas St.","126","19-14","1533"
"57","Penn St.","118","26-8","1531"
"","Louisville","116","22-9","1531"
"59","Drake","125","21-15","1529"
"60","Towson","123","17-15","1528"
"61","UNLV","130","22-12","1526"
"","FGCU","120","27-7","1526"
"63","Houston Baptist","127","16-16","1523"
"64","Portland","124","20-13","1522"
"65","New Mexico St.","124","24-8","1519"
"","Central Ark.","121","26-7","1519"
"67","Dayton","118","23-8","1517"
"","UConn","119","15-16","1517"
"69","Georgia Tech","125","18-15","1515"
"","UIC","118","18-13","1515"
"71","Ole Miss","124","14-18","1502"
"","Houston","126","17-16","1502"
"73","Missouri St.","118","17-15","1496"
"74","Alabama St.","142","23-18","1488"
"75","Missouri","119","24-8","1484"
"76","Iowa","121","15-16","1480"
"77","San Diego St.","125","10-21","1468"
"78","Minnesota","107","27-4","1467"
"","Loyola Maryland","119","14-16","1467"
"80","Pacific","113","13-16","1460"
"81","Army West Point","119","14-15","1457"
"","Murray St.","116","22-10","1457"
"","SFA","120","32-3","1457"
"84","Miami (OH)","124","23-9","1456"
"85","Green Bay","113","20-11","1443"
"86","California","117","15-16","1441"
"87","Appalachian St.","112","22-9","1440"
"","Fla. Atlantic","99","21-7","1440"
"","Indiana","120","16-15","1440"
"90","Ball St.","120","22-10","1438"
"91","Georgia","115","15-14","1437"
"92","BYU","107","31-2","1436"
"","Kentucky","109","26-5","1436"
"","Denver","110","27-3","1436"
"95","UC Santa Barbara","112","17-12","1435"
"96","Florida","123","26-7","1432"
"97","Charlotte","124","16-15","1428"
"98","San Diego","112","18-13","1425"
"","Oregon St.","121","11-21","1425"
"100","Liberty","116","15-17","1424"
"101","American","121","20-13","1423"
"102","Ohio St.","122","12-20","1419"
"103","Alabama A&M","129","22-16","1415"
"","Colorado St.","112","23-8","1415"
"105","Navy","118","23-9","1414"
"106","North Florida","122","11-22","1413"
"107","Evansville","121","10-21","1411"
"108","UT Martin","123","14-17","1410"
"109","Lipscomb","108","18-12","1409"
"110","UTRGV","115","22-9","1408"
"111","Morehead St.","113","21-10","1406"
"","Pepperdine","111","22-9","1406"
"113","Western Ky.","117","20-10","1403"
"","Alabama","116","20-12","1403"
"115","Buffalo","113","18-11","1399"
"116","Furman","110","13-16","1395"
"117","Michigan St.","121","17-16","1392"
"","Northern Colo.","111","15-14","1392"
"119","FIU","117","19-12","1391"
"120","Chicago St.","120","9-24","1390"
"121","Omaha","112","17-12","1389"
"122","Florida St.","109","19-10","1387"
"","Wyoming","119","20-11","1387"
"124","Villanova","115","17-14","1386"
"125","South Dakota","111","21-10","1384"
"126","Sacramento St.","120","16-16","1382"
"127","UTSA","105","19-8","1380"
"128","Duke","108","16-12","1374"
"129","Long Beach St.","114","16-13","1372"
"","Milwaukee","114","8-22","1372"
"","North Dakota","120","14-18","1372"
"132","Temple","113","8-22","1371"
"","James Madison","112","22-7","1371"
"134","CSU Bakersfield","122","14-16","1370"
"","La Salle","107","18-12","1370"
"136","Ohio","117","13-18","1368"
"137","Troy","116","11-19","1363"
"","Iona","102","20-8","1363"
"139","NC State","110","15-13","1362"
"140","USC Upstate","124","13-19","1361"
"141","Saint Mary's (CA)","114","19-10","1359"
"","Western Mich.","116","16-14","1359"
"143","Winthrop","112","16-14","1355"
"","Boston College","112","15-15","1355"
"145","SMU","110","12-16","1350"
"146","Cleveland St.","114","17-12","1339"
"147","Texas Tech","110","17-13","1336"
"148","Georgetown","111","17-13","1335"
"149","High Point","104","21-10","1333"
"","Northern Ill.","122","11-21","1333"
"151","LSU","113","12-17","1328"
"152","Arizona St.","113","14-18","1326"
"153","Tulsa","114","19-12","1324"
"","Oklahoma","108","17-11","1324"
"155","Tennessee Tech","118","11-19","1323"
"","Marist","115","14-15","1323"
"157","New Orleans","121","12-19","1322"
"","Boise St.","112","18-11","1322"
"159","Maryland","114","18-14","1320"
"160","Abilene Christian","118","13-16","1319"
"161","Northwestern","113","16-16","1317"
"","Syracuse","108","19-9","1317"
"163","New Mexico","122","15-15","1316"
"164","UC Davis","107","16-12","1314"
"","Radford","106","22-7","1314"
"166","Texas","101","23-5","1311"
"","Montana","114","10-21","1311"
"168","Jackson St.","130","10-24","1309"
"169","Oral Roberts","114","9-19","1308"
"170","Loyola Chicago","108","16-14","1306"
"171","Stony Brook","106","21-9","1304"
"172","Hawaii","102","18-9","1302"
"","Louisiana","112","15-15","1302"
"174","Nevada","113","8-21","1297"
"175","Bowling Green","114","19-12","1294"
"176","Seattle U","112","11-19","1293"
"","Southeast Mo. St.","112","16-14","1293"
"178","Northeastern","109","16-14","1292"
"179","South Carolina","112","20-10","1291"
"","Fairfield","107","14-16","1291"
"181","Wright St.","114","15-14","1289"
"","South Alabama","115","13-17","1289"
"","TCU","102","15-12","1289"
"184","Kansas","109","15-12","1288"
"185","Wofford","111","14-16","1287"
"","Memphis","114","11-19","1287"
"187","New Hampshire","105","12-15","1286"
"","Delaware","107","9-19","1286"
"189","Rider","116","19-11","1282"
"190","Canisius","104","17-12","1281"
"191","Kent St.","116","13-18","1279"
"192","Virginia Tech","108","14-16","1278"
"193","A&M-Corpus Christi","111","9-21","1275"
"194","Mercer","107","16-13","1274"
"195","Howard","108","20-11","1271"
"","UC Riverside","110","9-19","1271"
"197","Arkansas","103","11-17","1269"
"198","Quinnipiac","112","9-21","1267"
"199","Saint Peter's","129","9-25","1263"
"200","Central Mich.","106","7-21","1259"
"","Montana St.","113","11-19","1259"
"202","SIUE","105","9-20","1258"
"203","Weber St.","105","18-10","1257"
"204","Sam Houston St.","108","22-8","1254"
"205","Notre Dame","106","16-12","1252"
"206","Robert Morris","116","11-18","1251"
"207","Gonzaga","109","11-18","1248"
"","Ga. Southern","119","9-22","1248"
"","UC Irvine","105","16-13","1248"
"","San Jose St.","103","16-11","1248"
"211","Rutgers","114","6-27","1245"
"212","Bethune-Cookman","119","16-16","1244"
"213","Oakland","108","10-17","1240"
"","Seton Hall","105","10-20","1240"
"","Grambling","128","11-24","1240"
"216","Cal Poly","96","25-3","1236"
"","Tennessee St.","113","9-19","1236"
"218","McNeese","114","10-22","1234"
"219","Lehigh","107","19-8","1233"
"220","Auburn","105","12-16","1230"
"221","Indiana St.","111","10-20","1228"
"222","Virginia","107","8-20","1226"
"223","Xavier","105","10-19","1224"
"","Southern Utah","112","6-24","1224"
"","Santa Clara","108","6-24","1224"
"","Marshall","108","10-19","1224"
"227","CSUN","108","8-20","1222"
"228","Kansas St.","98","15-12","1221"
"229","West Virginia","112","11-19","1220"
"230","Texas Southern","121","11-22","1217"
"231","UT Arlington","103","16-12","1216"
"232","Eastern Ill.","112","10-21","1214"
"233","UCLA","101","13-14","1209"
"234","UMBC","106","7-19","1206"
"235","Wake Forest","115","10-20","1202"
"","IUPUI","108","9-21","1202"
"237","Sacred Heart","99","17-10","1201"
"238","Fordham","108","10-17","1195"
"239","Akron","103","11-16","1191"
"240","UAB","100","13-15","1190"
"241","Presbyterian","112","10-17","1188"
"242","Colgate","103","14-15","1187"
"243","Grand Canyon","107","11-17","1185"
"244","East Carolina","104","13-16","1184"
"245","Providence","105","8-21","1182"
"246","UNC Greensboro","103","13-16","1178"
"247","San Francisco","109","9-20","1169"
"248","VCU","105","19-9","1168"
"249","Elon","105","13-15","1163"
"250","Toledo","106","9-18","1162"
"251","Duquesne","102","12-16","1160"
"252","Mississippi St.","110","5-26","1158"
"253","Chattanooga","108","10-20","1157"
"254","The Citadel","113","12-19","1155"
"255","Northwestern St.","101","12-15","1153"
"","Princeton","87","19-6","1153"
"257","Stetson","107","16-13","1149"
"","Coppin St.","117","12-20","1149"
"259","Youngstown St.","104","7-22","1148"
"260","North Dakota St.","111","9-20","1146"
"261","Butler","105","9-21","1141"
"262","Morgan St.","102","13-15","1134"
"263","Brown","99","11-13","1133"
"264","Cornell","93","14-10","1129"
"265","UNCW","104","15-12","1127"
"266","Incarnate Word","101","10-17","1125"
"267","George Washington","102","11-15","1124"
"268","Western Caro.","105","12-16","1123"
"269","Miami (FL)","94","13-12","1121"
"","Louisiana Tech","106","6-23","1121"
"271","Hampton","103","8-19","1119"
"","South Dakota St.","104","6-23","1119"
"","Albany (NY)","102","16-11","1119"
"274","Southern U.","111","13-17","1117"
"275","DePaul","98","5-24","1116"
"276","Saint Francis (PA)","101","5-22","1112"
"277","St. Francis Brooklyn","104","10-18","1109"
"278","Saint Louis","98","8-20","1108"
"279","Portland St.","107","5-25","1106"
"280","Middle Tenn.","101","7-21","1098"
"281","Coastal Caro.","93","12-13","1092"
"282","North Carolina","96","8-19","1089"
"283","NJIT","115","4-28","1088"
"284","Prairie View","111","7-25","1085"
"285","Holy Cross","107","8-21","1083"
"","Niagara","105","9-19","1083"
"287","Jacksonville","106","5-24","1081"
"288","UNC Asheville","100","16-12","1080"
"289","Utah St.","112","5-24","1079"
