 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/15/2018


"Rank","Name","S","W-L","Aces","Per Set"
"","Samford","136","19-15","182"
"","Air Force","128","17-15","182"
"27","SFA","120","32-3","181"
"28","Florida","123","26-7","180"
"29","Houston","126","17-16","179"
"","Radford","106","22-7","179"
"","Texas A&M","123","17-13","179"
"","Weber St.","105","18-10","179"
"33","UC Santa Barbara","112","17-12","178"
"","Northern Ky.","121","21-10","178"
"","Washington St.","130","23-10","178"
"36","Michigan St.","121","17-16","176"
"37","Western Ky.","117","20-10","175"
"","Pepperdine","111","22-9","175"
"","Southern California","125","22-11","175"
"","Kennesaw St.","120","24-7","175"
"41","Bryant","139","22-13","174"
"","Presbyterian","112","10-17","174"
"","Navy","118","23-9","174"
"44","CSU Bakersfield","122","14-16","173"
"","Alabama A&M","129","22-16","173"
"","Ohio St.","122","12-20","173"
"","South Carolina","112","20-10","173"
"","Miami (OH)","124","23-9","173"
"49","Bradley","127","24-9","172"
"","San Jose St.","103","16-11","172"
"51","Fresno St.","130","22-11","171"
"","Purdue","130","24-9","171"
"","Robert Morris","116","11-18","171"
"","New Mexico St.","124","24-8","171"
"55","Georgia","115","15-14","170"
"","Arkansas St.","126","19-14","170"
"","Ohio","117","13-18","170"
"","South Dakota","111","21-10","170"
"","Rider","116","19-11","170"
"","Utah Valley","141","20-14","170"
"61","Stanford","121","34-1","169"
"","Missouri","119","24-8","169"
"63","Fla. Atlantic","99","21-7","168"
"","Winthrop","112","16-14","168"
"","Morgan St.","102","13-15","168"
"66","Hampton","103","8-19","167"
"","Eastern Mich.","128","21-14","167"
"","New Orleans","121","12-19","167"
"","Central Ark.","121","26-7","167"
"70","Holy Cross","107","8-21","166"
"","Northern Colo.","111","15-14","166"
"","Appalachian St.","112","22-9","166"
"73","Omaha","112","17-12","165"
"74","Idaho St.","125","19-14","164"
"","Oregon","126","23-11","164"
"","UTRGV","115","22-9","164"
"77","High Point","104","21-10","163"
"","Canisius","104","17-12","163"
"","Pittsburgh","114","30-2","163"
"","Louisville","116","22-9","163"
"","Chattanooga","108","10-20","163"
"","N.C. A&T","93","14-12","163"
"83","UIC","118","18-13","162"
"","Troy","116","11-19","162"
"","Kentucky","109","26-5","162"
"86","Villanova","115","17-14","161"
"","Jacksonville","106","5-24","161"
"88","UMES","92","10-16","160"
"","Boise St.","112","18-11","160"
"90","James Madison","112","22-7","159"
"","Seattle U","112","11-19","159"
"","Michigan","122","24-10","159"
"","Jackson St.","130","10-24","159"
"94","Pacific","113","13-16","158"
"","Wright St.","114","15-14","158"
"96","Iona","102","20-8","157"
"","Bowling Green","114","19-12","157"
"","Marist","115","14-15","157"
"","Southern U.","111","13-17","157"
"","Tennessee Tech","118","11-19","157"
"","Southern Miss.","127","17-15","157"
"","UTSA","105","19-8","157"
"103","Maryland","114","18-14","156"
"","Texas St.","124","27-7","156"
"","La Salle","107","18-12","156"
"","Evansville","121","10-21","156"
"107","Jacksonville St.","124","18-14","155"
"","Penn St.","118","26-8","155"
"","St. Francis Brooklyn","104","10-18","155"
"","VCU","105","19-9","155"
"111","Austin Peay","121","27-5","154"
"","Liberty","116","15-17","154"
"","Saint Peter's","129","9-25","154"
"","North Texas","131","19-17","154"
"115","FIU","117","19-12","153"
"116","Little Rock","125","19-13","152"
"","Chicago St.","120","9-24","152"
"118","UNCW","104","15-12","151"
"","Southeast Mo. St.","112","16-14","151"
"","Morehead St.","113","21-10","151"
"","Nevada","113","8-21","151"
"122","BYU","107","31-2","150"
"","USC Upstate","124","13-19","150"
"","Delaware St.","99","2-27","150"
"","Ball St.","120","22-10","150"
"126","Wofford","111","14-16","149"
"","South Fla.","129","20-12","149"
"128","Ga. Southern","119","9-22","148"
"","Grand Canyon","107","11-17","148"
"","Texas Southern","121","11-22","148"
"","Alabama","116","20-12","148"
"","Clemson","129","19-15","148"
"133","Georgia Tech","125","18-15","147"
"","Buffalo","113","18-11","147"
"","Northwestern","113","16-16","147"
"","South Alabama","115","13-17","147"
"","Sacred Heart","99","17-10","147"
"","Wisconsin","117","25-7","147"
"139","Long Beach St.","114","16-13","146"
"","Quinnipiac","112","9-21","146"
"","San Francisco","109","9-20","146"
"142","UC Irvine","105","16-13","145"
"","California","117","15-16","145"
"","Notre Dame","106","16-12","145"
"","Valparaiso","146","27-11","145"
"","Coppin St.","117","12-20","145"
"","Akron","103","11-16","145"
"148","UMKC","123","21-11","144"
"","Rice","118","24-7","144"
"","Lipscomb","108","18-12","144"
"151","UC Davis","107","16-12","143"
"","Montana St.","113","11-19","143"
"","North Dakota St.","111","9-20","143"
"","ETSU","125","28-7","143"
"","Dayton","118","23-8","143"
"","Miami (FL)","94","13-12","143"
"157","Idaho","123","23-10","142"
"","Northern Ill.","122","11-21","142"
"","Towson","123","17-15","142"
"","Northeastern","109","16-14","142"
"161","Iowa St.","123","21-13","141"
"","Col. of Charleston","135","24-12","141"
"","The Citadel","113","12-19","141"
"","Delaware","107","9-19","141"
"","Memphis","114","11-19","141"
"","Green Bay","113","20-11","141"
"","Virginia Tech","108","14-16","141"
"","UAB","100","13-15","141"
"169","Minnesota","107","27-4","140"
"170","Western Ill.","109","3-26","139"
"","Rutgers","114","6-27","139"
"","Elon","105","13-15","139"
"173","Gonzaga","109","11-18","138"
"","FGCU","120","27-7","138"
"","Mississippi Val.","109","5-26","138"
"","Furman","110","13-16","138"
"177","Campbell","95","9-17","137"
"","Ark.-Pine Bluff","99","8-21","137"
"","TCU","102","15-12","137"
"","Wichita St.","127","14-18","137"
"","Mercer","107","16-13","137"
"182","Loyola Chicago","108","16-14","136"
"183","Hawaii","102","18-9","135"
"","Central Conn. St.","95","13-13","135"
"","Oregon St.","121","11-21","135"
"","NJIT","115","4-28","135"
"","Nicholls St.","100","3-26","135"
"188","Northwestern St.","101","12-15","134"
"","American","121","20-13","134"
"190","Virginia","107","8-20","133"
"","Montana","114","10-21","133"
"192","Howard","108","20-11","132"
"","Gardner-Webb","111","7-22","132"
"","George Washington","102","11-15","132"
"","Drake","125","21-15","132"
"","UNC Asheville","100","16-12","132"
"","Louisiana Tech","106","6-23","132"
"","Bethune-Cookman","119","16-16","132"
"199","Arizona","125","22-11","131"
"","Charlotte","124","16-15","131"
"","Saint Louis","98","8-20","131"
"","San Diego St.","125","10-21","131"
"","A&M-Corpus Christi","111","9-21","131"
"204","Stony Brook","106","21-9","130"
"","Siena","114","4-28","130"
"","New Hampshire","105","12-15","130"
"","Duquesne","102","12-16","130"
"","Purdue Fort Wayne","120","18-14","130"
"","George Mason","91","10-14","130"
"","Arizona St.","113","14-18","130"
"","Abilene Christian","118","13-16","130"
"212","Colgate","103","14-15","129"
"","Eastern Ill.","112","10-21","129"
"","Wake Forest","115","10-20","129"
"215","North Dakota","120","14-18","128"
"","CSUN","108","8-20","128"
"","Kent St.","116","13-18","128"
"","Incarnate Word","101","10-17","128"
"219","Columbia","87","10-14","127"
"","LSU","113","12-17","127"
"","Lehigh","107","19-8","127"
"","Lamar University","99","7-20","127"
"","Arkansas","103","11-17","127"
"","Murray St.","116","22-10","127"
"","Western Caro.","105","12-16","127"
"","Eastern Wash.","105","8-22","127"
"227","Kansas St.","98","15-12","126"
"","Baylor","118","20-9","126"
"","Army West Point","119","14-15","126"
"","UCLA","101","13-14","126"
"","Western Mich.","116","16-14","126"
"","UNC Greensboro","103","13-16","126"
"","Ole Miss","124","14-18","126"
"","UMBC","106","7-19","126"
"","Southern Utah","112","6-24","126"
"236","UConn","119","15-16","125"
"","Grambling","128","11-24","125"
"","Tennessee","125","26-6","125"
"","Cal Poly","96","25-3","125"
"","Tulsa","114","19-12","125"
"","Fairfield","107","14-16","125"
"242","Providence","105","8-21","124"
"","Illinois St.","115","25-8","124"
"244","Lafayette","99","5-23","123"
"","Albany (NY)","102","16-11","123"
"","Middle Tenn.","101","7-21","123"
"","Sam Houston St.","108","22-8","123"
"","Texas Tech","110","17-13","123"
"249","Indiana","120","16-15","122"
"","Boston College","112","15-15","122"
"","McNeese","114","10-22","122"
"","SIUE","105","9-20","122"
"","Auburn","105","12-16","122"
"254","Iowa","121","15-16","121"
"","Charleston So.","97","13-12","121"
"","Brown","99","11-13","121"
"","Yale","81","19-5","121"
"","South Dakota St.","104","6-23","121"
"","Marshall","108","10-19","121"
"","UT Arlington","103","16-12","121"
"261","Utah St.","112","5-24","120"
"","Harvard","90","11-12","120"
"263","Butler","105","9-21","119"
"","UNI","126","24-10","119"
"","Stetson","107","16-13","119"
"","Toledo","106","9-18","119"
"267","Davidson","87","12-13","118"
"","Rhode Island","96","9-17","118"
"","Bucknell","99","8-19","118"
"","Florida A&M","103","11-17","118"
"271","William & Mary","89","5-20","117"
"","East Carolina","104","13-16","117"
"273","La.-Monroe","104","11-19","116"
"","Texas","101","23-5","116"
"275","Duke","108","16-12","115"
"","North Florida","122","11-22","115"
"","Portland St.","107","5-25","115"
"","Cal St. Fullerton","100","6-24","115"
"279","Loyola Maryland","119","14-16","114"
"","South Carolina St.","82","1-25","114"
"281","Cornell","93","14-10","113"
"","Youngstown St.","104","7-22","113"
"","Savannah St.","81","3-21","113"
"","Colorado","125","18-14","113"
"285","Milwaukee","114","8-22","112"
"286","New Mexico","122","15-15","111"
"287","Fordham","108","10-17","110"
"","Missouri St.","118","17-15","110"
"","UCF","117","27-4","110"
"290","Belmont","103","5-23","109"
"","Syracuse","108","19-9","109"
"","UMass Lowell","95","5-21","109"
"","Mississippi St.","110","5-26","109"
"","Santa Clara","108","6-24","109"
"295","Xavier","105","10-19","108"
"296","Florida St.","109","19-10","107"
"","Norfolk St.","70","4-17","107"
"","Princeton","87","19-6","107"
"299","N.C. Central","91","6-19","106"
"","Temple","113","8-22","106"
"301","Tennessee St.","113","9-19","105"
"302","Coastal Caro.","93","12-13","104"
"","Oakland","108","10-17","104"
"","Oklahoma","108","17-11","104"
"305","Georgia St.","95","7-19","103"
"","Niagara","105","9-19","103"
"","Central Mich.","106","7-21","103"
"308","LIU Brooklyn","91","15-9","102"
"","SMU","110","12-16","102"
"","Southern Ill.","106","5-26","102"
"","West Virginia","112","11-19","102"
"","NC State","110","15-13","102"
"","Saint Francis (PA)","101","5-22","102"
"314","Prairie View","111","7-25","101"
"315","Dartmouth","86","10-15","100"
"","Wyoming","119","20-11","100"
"","Cleveland St.","114","17-12","100"
"318","IUPUI","108","9-21","99"
"319","UC Riverside","110","9-19","98"
"","Binghamton","92","5-20","98"
"","San Diego","112","18-13","98"
"322","Louisiana","112","15-15","97"
"323","Hartford","86","11-14","96"
"324","Penn","89","6-19","95"
"325","Kansas","109","15-12","94"
"","Fairleigh Dickinson","103","2-28","94"
"","Seton Hall","105","10-20","94"
"328","Southeastern La.","101","2-27","92"
"329","UTEP","99","5-21","91"
"330","Indiana St.","111","10-20","90"
"","North Carolina","96","8-19","90"
"332","Oral Roberts","114","9-19","86"
"333","DePaul","98","5-24","80"
"334","Eastern Ky.","104","5-23","79"
Reclassifying
"NR","California Baptist","128","21-11","172"
"NR","North Ala.","90","4-21","102"

NCAA Women's Volleyball
Division ITeam Digs
Through Games 12/15/2018


"Rank","Name","S","W-L","Digs"
"1","Valparaiso","146","27-11","2613"
"2","Bradley","127","24-9","2509"
"3","Northern Ky.","121","21-10","2399"
"4","Northern Ariz.","132","26-9","2376"
"5","Tulane","143","29-9","2305"
"6","Eastern Mich.","128","21-14","2303"
"7","Bryant","139","22-13","2291"
"8","UNI","126","24-10","2245"
"9","Col. of Charleston","135","24-12","2236"
"10","Samford","136","19-15","2232"
"11","Bowling Green","114","19-12","2228"
"12","Drake","125","21-15","2211"
"13","Rice","118","24-7","2143"
"14","Utah Valley","141","20-14","2136"
"15","Cleveland St.","114","17-12","2133"
"16","Loyola Maryland","119","14-16","2125"
"17","Nebraska","133","29-7","2100"
"18","South Fla.","129","20-12","2097"
"19","Houston Baptist","127","16-16","2093"
"20","Miami (OH)","124","23-9","2088"
"21","St. John's (NY)","138","23-12","2078"
"22","Houston","126","17-16","2076"
"23","Oregon","126","23-11","2057"
"24","Green Bay","113","20-11","2053"
"25","UIC","118","18-13","2051"
"26","Austin Peay","121","27-5","2044"
"","Iowa St.","123","21-13","2044"
"28","Furman","110","13-16","2038"
"29","Illinois St.","115","25-8","2036"
"30","UCF","117","27-4","2026"
"31","Oral Roberts","114","9-19","2025"
"32","North Dakota","120","14-18","2024"
"","Chicago St.","120","9-24","2024"
"34","Kent St.","116","13-18","2020"
"35","Wichita St.","127","14-18","2019"
"36","IUPUI","108","9-21","2018"
"37","South Dakota","111","21-10","2015"
"38","Missouri St.","118","17-15","2014"
"39","Washington St.","130","23-10","2013"
"40","Tulsa","114","19-12","2000"
"41","Fresno St.","130","22-11","1999"
"","UTRGV","115","22-9","1999"
"43","Villanova","115","17-14","1998"
"44","Charlotte","124","16-15","1997"
"45","Wright St.","114","15-14","1979"
"46","ETSU","125","28-7","1978"
"47","Little Rock","125","19-13","1970"
"","SFA","120","32-3","1970"
"49","Milwaukee","114","8-22","1963"
"50","Purdue Fort Wayne","120","18-14","1962"
"51","SMU","110","12-16","1953"
"52","Eastern Ill.","112","10-21","1949"
"53","Hofstra","127","25-8","1948"
"54","Winthrop","112","16-14","1947"
"55","Towson","123","17-15","1945"
"56","Murray St.","116","22-10","1943"
"57","FGCU","120","27-7","1939"
"58","Southern California","125","22-11","1938"
"59","UT Martin","123","14-17","1931"
"60","Idaho","123","23-10","1928"
"61","Creighton","118","29-5","1923"
"","Michigan","122","24-10","1923"
"63","Arizona","125","22-11","1919"
"64","Sam Houston St.","108","22-8","1909"
"","Oregon St.","121","11-21","1909"
"","Ball St.","120","22-10","1909"
"67","Bethune-Cookman","119","16-16","1903"
"68","Saint Peter's","129","9-25","1902"
"69","Texas St.","124","27-7","1899"
"70","Tennessee","125","26-6","1896"
"71","Air Force","128","17-15","1895"
"72","Temple","113","8-22","1890"
"73","Idaho St.","125","19-14","1888"
"74","Purdue","130","24-9","1887"
"75","Cincinnati","133","26-8","1886"
"76","Illinois","132","32-4","1883"
"77","Utah","128","19-14","1882"
"78","USC Upstate","124","13-19","1881"
"","Delaware","107","9-19","1881"
"80","North Texas","131","19-17","1877"
"","Navy","118","23-9","1877"
"82","Northern Ill.","122","11-21","1873"
"83","Rider","116","19-11","1872"
"84","UC Santa Barbara","112","17-12","1869"
"85","Western Mich.","116","16-14","1867"
"86","Sacramento St.","120","16-16","1864"
"","Alabama","116","20-12","1864"
"88","Ole Miss","124","14-18","1863"
"89","Iowa","121","15-16","1857"
"90","Northern Colo.","111","15-14","1855"
"91","Indiana St.","111","10-20","1853"
"92","New Mexico St.","124","24-8","1849"
"","UC Riverside","110","9-19","1849"
"94","Youngstown St.","104","7-22","1841"
"95","North Dakota St.","111","9-20","1839"
"96","James Madison","112","22-7","1834"
"97","La Salle","107","18-12","1830"
"98","Baylor","118","20-9","1828"
"99","UNLV","130","22-12","1827"
"100","SIUE","105","9-20","1826"
"","Arizona St.","113","14-18","1826"
"102","UConn","119","15-16","1824"
"103","UMKC","123","21-11","1823"
"104","CSU Bakersfield","122","14-16","1819"
"","Georgia Tech","125","18-15","1819"
"","Army West Point","119","14-15","1819"
"107","UC Davis","107","16-12","1817"
"108","Arkansas St.","126","19-14","1814"
"109","Abilene Christian","118","13-16","1808"
"110","American","121","20-13","1807"
"111","Stetson","107","16-13","1805"
"112","Marquette","115","28-7","1801"
"113","Minnesota","107","27-4","1791"
"","Alabama St.","142","23-18","1791"
"115","UCLA","101","13-14","1789"
"116","Colorado","125","18-14","1788"
"117","Toledo","106","9-18","1786"
"","Oakland","108","10-17","1786"
"119","Tennessee Tech","118","11-19","1785"
"","Western Caro.","105","12-16","1785"
"121","Wisconsin","117","25-7","1783"
"122","California","117","15-16","1780"
"123","Morehead St.","113","21-10","1779"
"124","Tennessee St.","113","9-19","1778"
"125","Alabama A&M","129","22-16","1777"
"126","Louisiana","112","15-15","1776"
"127","Portland","124","20-13","1773"
"128","Texas A&M","123","17-13","1771"
"","Southeast Mo. St.","112","16-14","1771"
"130","Southern Miss.","127","17-15","1770"
"131","New Hampshire","105","12-15","1765"
"132","Central Ark.","121","26-7","1764"
"133","Montana","114","10-21","1761"
"134","Montana St.","113","11-19","1758"
"135","Indiana","120","16-15","1752"
"","Fairfield","107","14-16","1752"
"137","Nevada","113","8-21","1748"
"","Evansville","121","10-21","1748"
"139","Ohio","117","13-18","1743"
"","Appalachian St.","112","22-9","1743"
"141","Robert Morris","116","11-18","1740"
"142","Stony Brook","106","21-9","1739"
"","Penn St.","118","26-8","1739"
"144","LSU","113","12-17","1734"
"145","Grambling","128","11-24","1730"
"146","Notre Dame","106","16-12","1723"
"147","Washington","123","20-13","1712"
"","New Orleans","121","12-19","1712"
"149","UNC Greensboro","103","13-16","1709"
"150","Wofford","111","14-16","1708"
"151","Grand Canyon","107","11-17","1706"
"152","Marshall","108","10-19","1705"
"153","North Florida","122","11-22","1699"
"154","Northeastern","109","16-14","1698"
"155","Jacksonville St.","124","18-14","1697"
"156","Southern Ill.","106","5-26","1693"
"157","Canisius","104","17-12","1691"
"158","Buffalo","113","18-11","1688"
"","NC State","110","15-13","1688"
"160","UMBC","106","7-19","1686"
"161","FIU","117","19-12","1684"
"162","Charleston So.","97","13-12","1683"
"163","Marist","115","14-15","1678"
"","Southern Utah","112","6-24","1678"
"165","A&M-Corpus Christi","111","9-21","1671"
"166","Seattle U","112","11-19","1670"
"167","Radford","106","22-7","1669"
"168","Fordham","108","10-17","1668"
"169","Memphis","114","11-19","1665"
"","UTSA","105","19-8","1665"
"171","Maryland","114","18-14","1664"
"172","Wyoming","119","20-11","1663"
"173","Troy","116","11-19","1662"
"174","Kennesaw St.","120","24-7","1661"
"175","Jackson St.","130","10-24","1657"
"176","Chattanooga","108","10-20","1656"
"177","Oklahoma","108","17-11","1655"
"178","Saint Francis (PA)","101","5-22","1654"
"179","UT Arlington","103","16-12","1652"
"180","Duquesne","102","12-16","1651"
"181","Hawaii","102","18-9","1649"
"182","Albany (NY)","102","16-11","1648"
"183","Long Beach St.","114","16-13","1647"
"184","Dayton","118","23-8","1646"
"185","Elon","105","13-15","1645"
"186","Holy Cross","107","8-21","1643"
"187","Louisville","116","22-9","1638"
"188","Iona","102","20-8","1637"
"","Louisiana Tech","106","6-23","1637"
"190","Loyola Chicago","108","16-14","1636"
"191","Stanford","121","34-1","1635"
"","East Carolina","104","13-16","1635"
"193","Boston College","112","15-15","1634"
"","UC Irvine","105","16-13","1634"
"195","Eastern Wash.","105","8-22","1632"
"196","Central Mich.","106","7-21","1631"
"197","Georgia","115","15-14","1630"
"198","Florida St.","109","19-10","1626"
"199","NJIT","115","4-28","1625"
"","George Washington","102","11-15","1625"
"201","Ohio St.","122","12-20","1621"
"202","Weber St.","105","18-10","1620"
"203","Santa Clara","108","6-24","1615"
"204","Missouri","119","24-8","1613"
"205","Saint Mary's (CA)","114","19-10","1611"
"206","Florida","123","26-7","1609"
"","San Diego St.","125","10-21","1609"
"208","Kentucky","109","26-5","1608"
"209","McNeese","114","10-22","1604"
"210","Georgetown","111","17-13","1602"
"211","Western Ky.","117","20-10","1597"
"212","Ga. Southern","119","9-22","1596"
"213","Pacific","113","13-16","1595"
"214","Colgate","103","14-15","1594"
"215","Clemson","129","19-15","1593"
"216","Pepperdine","111","22-9","1588"
"217","Lehigh","107","19-8","1587"
"218","Texas Tech","110","17-13","1586"
"","TCU","102","15-12","1586"
"220","Howard","108","20-11","1582"
"","Portland St.","107","5-25","1582"
"222","Mississippi Val.","109","5-26","1581"
"223","Mercer","107","16-13","1579"
"","Seton Hall","105","10-20","1579"
"225","Omaha","112","17-12","1576"
"226","New Mexico","122","15-15","1564"
"227","Xavier","105","10-19","1563"
"228","Boise St.","112","18-11","1561"
"","Northwestern St.","101","12-15","1561"
"230","Liberty","116","15-17","1559"
"231","High Point","104","21-10","1553"
"232","Lipscomb","108","18-12","1550"
"233","Southern U.","111","13-17","1549"
"234","Florida A&M","103","11-17","1546"
"235","Gonzaga","109","11-18","1545"
"236","San Diego","112","18-13","1541"
"237","Brown","99","11-13","1539"
"238","Niagara","105","9-19","1537"
"","Denver","110","27-3","1537"
"240","Mississippi St.","110","5-26","1534"
"241","Quinnipiac","112","9-21","1532"
"242","Texas Southern","121","11-22","1531"
"243","Presbyterian","112","10-17","1523"
"244","LIU Brooklyn","91","15-9","1522"
"245","UNCW","104","15-12","1521"
"246","West Virginia","112","11-19","1520"
"247","Incarnate Word","101","10-17","1519"
"248","Prairie View","111","7-25","1518"
"249","Northwestern","113","16-16","1514"
"250","The Citadel","113","12-19","1513"
"251","Pittsburgh","114","30-2","1511"
"252","San Francisco","109","9-20","1510"
"253","St. Francis Brooklyn","104","10-18","1503"
"254","Bucknell","99","8-19","1501"
"255","Cal St. Fullerton","100","6-24","1500"
"256","Fairleigh Dickinson","103","2-28","1499"
"257","Duke","108","16-12","1498"
"258","Arkansas","103","11-17","1497"
"259","Eastern Ky.","104","5-23","1492"
"260","San Jose St.","103","16-11","1491"
"261","South Alabama","115","13-17","1490"
"262","Butler","105","9-21","1486"
"263","Gardner-Webb","111","7-22","1485"
"","La.-Monroe","104","11-19","1485"
"265","Kansas","109","15-12","1483"
"266","Cornell","93","14-10","1480"
"","UNC Asheville","100","16-12","1480"
"268","DePaul","98","5-24","1478"
"269","Syracuse","108","19-9","1477"
"270","Providence","105","8-21","1474"
"271","Kansas St.","98","15-12","1464"
"272","Saint Louis","98","8-20","1462"
"","Western Ill.","109","3-26","1462"
"274","Siena","114","4-28","1461"
"","Coastal Caro.","93","12-13","1461"
"276","Fla. Atlantic","99","21-7","1460"
"","LMU (CA)","112","21-10","1460"
"278","Virginia Tech","108","14-16","1454"
"","South Dakota St.","104","6-23","1454"
"280","South Carolina","112","20-10","1453"
"281","CSUN","108","8-20","1451"
"282","Princeton","87","19-6","1450"
"283","Akron","103","11-16","1449"
"284","Utah St.","112","5-24","1446"
"285","UTEP","99","5-21","1442"
"286","Michigan St.","121","17-16","1435"
"287","Central Conn. St.","95","13-13","1434"
"288","Morgan St.","102","13-15","1433"
"289","Virginia","107","8-20","1431"
"","Sacred Heart","99","17-10","1431"
"291","Georgia St.","95","7-19","1430"
"292","Colorado St.","112","23-8","1422"
"293","Cal Poly","96","25-3","1420"
"294","Belmont","103","5-23","1410"
"295","BYU","107","31-2","1406"
"296","Campbell","95","9-17","1403"
"297","Coppin St.","117","12-20","1401"
"","VCU","105","19-9","1401"
"299","UAB","100","13-15","1398"
"300","George Mason","91","10-14","1375"
"301","Manhattan","112","5-27","1372"
"302","Rhode Island","96","9-17","1370"
"","Rutgers","114","6-27","1370"
"304","N.C. Central","91","6-19","1369"
"305","Nicholls St.","100","3-26","1364"
"306","Auburn","105","12-16","1362"
"307","Ark.-Pine Bluff","99","8-21","1359"
"","Middle Tenn.","101","7-21","1359"
"309","Davidson","87","12-13","1334"
"310","Texas","101","23-5","1333"
"311","Harvard","90","11-12","1332"
"","Alcorn","110","10-20","1332"
"313","Yale","81","19-5","1326"
"314","Wake Forest","115","10-20","1318"
"315","Binghamton","92","5-20","1316"
"316","Hampton","103","8-19","1295"
"317","Columbia","87","10-14","1288"
"318","Southeastern La.","101","2-27","1283"
"319","UMass Lowell","95","5-21","1278"
"320","Lafayette","99","5-23","1275"
"321","Dartmouth","86","10-15","1270"
"322","Jacksonville","106","5-24","1263"
"323","N.C. A&T","93","14-12","1208"
"324","North Carolina","96","8-19","1206"
"325","William & Mary","89","5-20","1180"
"326","Penn","89","6-19","1166"
"327","Miami (FL)","94","13-12","1151"
"328","Hartford","86","11-14","1126"
"329","Delaware St.","99","2-27","1125"
"330","Lamar University","99","7-20","1120"
"331","UMES","92","10-16","1032"
"332","South Carolina St.","82","1-25","853"
"333","Savannah St.","81","3-21","849"
"334","Norfolk St.","70","4-17","751"
Reclassifying
"NR","California Baptist","128","21-11","2074"
"NR","North Ala.","90","4-21","1343"

NCAA Women's Volleyball
Division ITeam Total Blocks
Through Games 12/15/2018


"Rank","Name","S","W-L","Block Solos","Block Assists","TB"
"1","Stanford","121","34-1","35","754","412.0"
"2","Utah Valley","141","20-14","37","700","387.0"
"3","Nebraska","133","29-7","56","601","356.5"
"4","Tulane","143","29-9","37","626","350.0"
"5","Florida","123","26-7","65","563","346.5"
"6","Illinois","132","32-4","57","578","346.0"
"7","Washington St.","130","23-10","62","561","342.5"
"8","Wyoming","119","20-11","51","579","340.5"
"9","Penn St.","118","26-8","66","545","338.5"
"10","FGCU","120","27-7","67","536","335.0"
"11","Iowa St.","123","21-13","54","559","333.5"
"12","Syracuse","108","19-9","78","509","332.5"
"13","Colorado","125","18-14","49","556","327.0"
"14","Cleveland St.","114","17-12","51","546","324.0"
"15","Little Rock","125","19-13","92","460","322.0"
"16","Idaho","123","23-10","51","541","321.5"
"17","SFA","120","32-3","43","555","320.5"
"18","Michigan St.","121","17-16","87","465","319.5"
"","Butler","105","9-21","40","559","319.5"
"20","UCF","117","27-4","53","531","318.5"
"21","Charlotte","124","16-15","90","454","317.0"
"22","Fresno St.","130","22-11","74","484","316.0"
"23","Wisconsin","117","25-7","35","560","315.0"
"24","VCU","105","19-9","43","540","313.0"
"25","American","121","20-13","63","498","312.0"
"26","Kansas","109","15-12","46","531","311.5"
"27","Florida St.","109","19-10","59","504","311.0"
"","BYU","107","31-2","27","568","311.0"
"29","Valparaiso","146","27-11","70","481","310.5"
"30","Pittsburgh","114","30-2","51","518","310.0"
"31","Indiana","120","16-15","115","388","309.0"
"32","Northern Ariz.","132","26-9","77","462","308.0"
"33","Ball St.","120","22-10","92","429","306.5"
"34","Boise St.","112","18-11","36","540","306.0"
"","UMKC","123","21-11","82","448","306.0"
"","Purdue","130","24-9","84","444","306.0"
"","Colorado St.","112","23-8","56","500","306.0"
"38","Washington","123","20-13","61","489","305.5"
"39","Southern Miss.","127","17-15","100","407","303.5"
"40","Oregon","126","23-11","59","486","302.0"
"41","James Madison","112","22-7","38","526","301.0"
"42","Rutgers","114","6-27","50","500","300.0"
"43","Missouri","119","24-8","84","428","298.0"
"44","Notre Dame","106","16-12","39","514","296.0"
"45","ETSU","125","28-7","69","450","294.0"
"46","Sacramento St.","120","16-16","67","451","292.5"
"47","South Fla.","129","20-12","57","469","291.5"
"48","Duke","108","16-12","42","497","290.5"
"49","Kennesaw St.","120","24-7","64","452","290.0"
"","San Diego St.","125","10-21","39","502","290.0"
"51","New Mexico St.","124","24-8","40","498","289.0"
"","Utah","128","19-14","43","492","289.0"
"53","Bethune-Cookman","119","16-16","61","453","287.5"
"54","USC Upstate","124","13-19","93","384","285.0"
"55","Towson","123","17-15","46","477","284.5"
"56","New Orleans","121","12-19","45","478","284.0"
"57","Oregon St.","121","11-21","49","465","281.5"
"58","Creighton","118","29-5","53","455","280.5"
"59","Tennessee","125","26-6","49","462","280.0"
"60","Texas St.","124","27-7","55","449","279.5"
"61","Idaho St.","125","19-14","55","448","279.0"
"62","Liberty","116","15-17","69","415","276.5"
"63","UIC","118","18-13","30","492","276.0"
"64","Abilene Christian","118","13-16","30","490","275.0"
"65","Loyola Maryland","119","14-16","45","459","274.5"
"66","New Mexico","122","15-15","58","432","274.0"
"67","Rice","118","24-7","62","423","273.5"
"68","Oklahoma","108","17-11","36","474","273.0"
"69","St. John's (NY)","138","23-12","35","475","272.5"
"70","North Texas","131","19-17","60","423","271.5"
"71","Southern California","125","22-11","50","442","271.0"
"72","Maryland","114","18-14","62","414","269.0"
"73","Dayton","118","23-8","32","473","268.5"
"","Louisville","116","22-9","63","411","268.5"
"75","Alabama St.","142","23-18","90","356","268.0"
"","Long Beach St.","114","16-13","59","418","268.0"
"77","Navy","118","23-9","76","382","267.0"
