 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/19/2015


"Rank","Name","S","W-L","Aces","Per Set"
"248","Louisiana Tech","106","10-20","1237","647","3669"
"249","Akron","111","8-21","1274","622","3667"
"250","UTRGV","107","12-19","1270","559","3665"
"","Georgia St.","102","7-19","1201","630","3665"
"252","Oklahoma","108","12-16","1443","539","3652"
"253","Buffalo","107","7-22","1207","669","3650"
"254","NJIT","105","6-25","1074","738","3645"
"255","Little Rock","102","14-14","1224","473","3643"
"256","Lamar University","112","14-16","1337","547","3639"
"257","Louisiana","105","6-23","1085","590","3638"
"258","UC Irvine","106","13-15","1366","504","3632"
"259","Cal Poly","100","19-8","1362","494","3631"
"260","Saint Mary's (CA)","99","6-22","1156","449","3627"
"261","SIUE","106","8-18","1234","615","3619"
"262","CSU Bakersfield","105","13-15","1360","590","3611"
"","Brown","96","10-16","1179","499","3611"
"264","Nicholls St.","100","9-19","1156","551","3605"
"265","Fordham","112","8-23","1207","655","3592"
"266","St. Francis Brooklyn","106","7-23","1171","595","3586"
"267","Quinnipiac","115","3-28","1154","646","3585"
"268","FIU","104","15-13","1242","560","3579"
"269","La Salle","111","6-25","1237","612","3576"
"270","Albany (NY)","98","17-9","1153","449","3575"
"271","Middle Tenn.","109","8-22","1381","605","3568"
"272","Bethune-Cookman","104","15-16","1271","535","3564"
"273","Saint Peter's","100","4-24","1016","544","3561"
"274","Texas Tech","98","14-16","1308","565","3556"
"275","UC Santa Barbara","99","7-20","1214","516","3552"
"276","Mississippi Val.","114","3-30","982","704","3546"
"277","George Mason","110","10-19","1243","591","3542"
"278","Kennesaw St.","103","19-9","1253","465","3541"
"279","Harvard","99","15-11","1262","513","3535"
"280","Central Conn. St.","96","11-16","1133","554","3530"
"281","LIU Brooklyn","97","14-14","1109","548","3524"
"282","Alcorn","107","12-22","1060","702","3521"
"283","Western Ill.","109","3-28","1043","625","3519"
"","Loyola Maryland","108","6-25","1190","631","3519"
"285","TCU","102","19-10","1316","434","3517"
"286","Lafayette","98","11-16","1079","580","3505"
"287","Northern Ill.","105","19-11","1363","489","3500"
"288","Penn","95","13-13","1184","530","3496"
"289","CSUN","103","8-20","1246","571","3488"
"290","Coastal Caro.","102","25-5","1405","405","3487"
"291","Yale","95","15-9","1192","496","3470"
"","Colgate","98","12-16","1130","456","3470"
"293","UMES","103","22-7","1269","511","3468"
"294","UNC Asheville","100","15-12","1226","435","3460"
"295","Northwestern St.","106","7-22","1157","545","3455"
"","Charlotte","99","8-19","1184","493","3455"
"297","Eastern Wash.","104","14-14","1261","522","3451"
"298","Colorado St.","102","26-4","1433","494","3443"
"299","Central Ark.","104","16-13","1262","522","3431"
"300","Columbia","88","7-16","1091","523","3423"
"301","Cornell","95","6-18","1101","560","3376"
"302","Davidson","101","12-16","1056","512","3352"
"303","Ark.-Pine Bluff","110","7-27","914","654","3319"
"304","West Virginia","100","5-24","1178","639","3314"
"305","Utah Valley","101","14-14","1220","449","3283"
"306","Bucknell","94","14-12","1088","424","3271"
"307","Samford","98","15-12","1284","536","3265"
"308","Seattle U","107","18-11","1302","513","3240"
"309","Dartmouth","88","12-11","1152","523","3232"
"310","Cal St. Fullerton","99","0-28","1004","514","3210"
"311","N.C. Central","98","5-24","977","626","3198"
"312","UMBC","97","12-14","1190","539","3183"
"313","Presbyterian","96","4-24","912","601","3180"
"314","Florida A&M","97","8-21","1095","579","3169"
"","Weber St.","101","6-22","1100","572","3169"
"316","Georgia","98","5-25","1017","549","3149"
"317","Morgan St.","100","13-15","1160","587","3132"
"318","Montana St.","89","3-21","1102","557","3111"
"319","Princeton","87","15-9","1175","446","3085"
"320","Grambling","111","9-25","899","660","3034"
"321","Delaware St.","97","3-25","903","625","3004"
"322","Norfolk St.","90","4-21","960","586","2938"
"323","Coppin St.","87","9-15","1023","499","2919"
"324","Chicago St.","89","1-27","888","561","2909"
"325","Hartford","97","2-27","856","591","2892"
"326","Savannah St.","94","0-31","723","697","2828"
"327","Hampton","88","3-22","915","558","2804"
"328","N.C. A&T","75","7-14","815","476","2608"
"329","South Carolina St.","78","4-19","861","484","2551"
Reclassifying
"NR","Northern Ky.","116","14-16","1499","639","4261"
"NR","Abilene Christian","111","9-20","1343","685","4114"
"NR","UMass Lowell","111","4-27","1063","650","3594"
"NR","Incarnate Word","99","8-17","1263","594","3465"
"NR","Grand Canyon","97","7-21","1074","501","3408"

NCAA Women's Volleyball
Division ITeam Service Aces
Through Games 12/19/2015


"Rank","Name","S","W-L","Aces"
"1","Manhattan","127","20-14","242"
"2","New Orleans","126","19-16","228"
"3","Marist","118","21-10","221"
"4","Northern Ariz.","121","28-5","214"
"5","UMES","103","22-7","204"
"6","Sacramento St.","122","26-7","203"
"7","Seattle U","107","18-11","202"
"8","Sacred Heart","120","15-14","201"
"9","Southern California","130","33-3","200"
"10","Gardner-Webb","119","9-22","198"
"11","DePaul","122","16-15","197"
"12","American","116","28-7","195"
"13","A&M-Corpus Christi","126","31-5","194"
"14","Niagara","110","13-17","192"
"","Belmont","122","17-15","192"
"16","Alcorn","107","12-22","191"
"17","Idaho St.","118","23-10","189"
"","Villanova","122","25-9","189"
"19","Mercer","112","10-19","188"
"20","Ole Miss","125","22-11","185"
"","Saint Louis","120","22-10","185"
"","Valparaiso","127","27-8","185"
"23","La.-Monroe","111","14-18","184"
"","Towson","125","26-6","184"
"25","New Hampshire","106","21-9","183"
"26","Lehigh","111","19-13","182"
"","Winthrop","122","14-18","182"
"","Navy","109","9-20","182"
"","NC State","119","16-16","182"
"30","Oral Roberts","118","14-16","181"
"31","Indiana St.","132","17-16","180"
"32","Rider","130","16-17","179"
"","Northwestern St.","106","7-22","179"
"","Wofford","127","16-18","179"
"35","Youngstown St.","114","10-21","177"
"","Maryland","122","15-19","177"
"37","ETSU","112","19-12","176"
"","James Madison","112","22-8","176"
"","Missouri","128","27-6","176"
"","Santa Clara","113","22-9","176"
"41","Campbell","112","14-17","174"
"","La Salle","111","6-25","174"
"","Tennessee St.","118","16-14","174"
"","UTSA","122","24-9","174"
"45","Murray St.","101","27-3","173"
"46","Dayton","123","27-6","172"
"","Tennessee Tech","120","10-21","172"
"48","Nevada","107","12-18","171"
"","Ohio","117","25-8","171"
"50","Chattanooga","121","26-6","170"
"51","Alabama","126","17-15","169"
"52","UAB","118","9-23","168"
"","Houston","123","19-13","168"
"54","Tulsa","127","15-17","167"
"55","Denver","128","27-8","166"
"","Air Force","126","12-21","166"
"","Stony Brook","114","12-19","166"
"","Miami (FL)","119","21-10","166"
"59","Akron","111","8-21","165"
"","Bryant","124","19-14","165"
"","Iona","114","10-20","165"
"","Canisius","112","11-19","165"
"","Washington","116","31-3","165"
"","Eastern Ill.","130","16-15","165"
"65","High Point","118","21-10","164"
"","Memphis","122","19-14","164"
"67","Drake","129","15-20","163"
"","St. Francis Brooklyn","106","7-23","163"
"69","Rhode Island","118","20-9","161"
"","Wichita St.","135","27-9","161"
"71","Howard","116","18-14","160"
"","Duquesne","113","14-15","160"
"","USC Upstate","112","15-15","160"
"","Houston Baptist","126","17-17","160"
"","Alabama A&M","136","13-25","160"
"","Central Ark.","104","16-13","160"
"77","Notre Dame","121","7-25","159"
"","Iowa St.","107","19-11","159"
"","Hawaii","109","29-2","159"
"","Virginia","116","18-13","159"
"81","Omaha","124","19-13","158"
"","Mississippi St.","111","17-15","158"
"83","Georgetown","116","10-21","157"
"","Providence","112","10-22","157"
"","VCU","118","14-17","157"
"86","Pacific","113","17-13","156"
"87","Morehead St.","118","10-21","155"
"","Washington St.","114","16-16","155"
"","Nicholls St.","100","9-19","155"
"","UC Davis","114","15-15","155"
"","Austin Peay","120","10-22","155"
"","Creighton","134","27-9","155"
"93","Southern Miss.","139","24-11","154"
"","Texas St.","111","19-12","154"
"","William & Mary","115","10-20","154"
"","LMU (CA)","125","24-9","154"
"97","Indiana","116","16-16","153"
"","UIC","117","12-19","153"
"","Oakland","118","18-13","153"
"","San Jose St.","115","13-18","153"
"101","Boise St.","109","23-7","152"
"","Lamar University","112","14-16","152"
"103","Kent St.","115","20-10","151"
"","Loyola Chicago","118","20-12","151"
"","Lafayette","98","11-16","151"
"","FGCU","121","21-11","151"
"","Coastal Caro.","102","25-5","151"
"108","UTRGV","107","12-19","150"
"","Xavier","118","18-12","150"
"","LIU Brooklyn","97","14-14","150"
"111","South Fla.","116","11-21","149"
"","Charlotte","99","8-19","149"
"","UMBC","97","12-14","149"
"","Kansas","113","30-3","149"
"","Fairfield","117","21-10","149"
"","Central Mich.","117","11-18","149"
"117","North Florida","118","21-11","148"
"","Sam Houston St.","116","14-18","148"
"","New Mexico St.","126","28-6","148"
"120","San Francisco","108","17-14","147"
"","Ohio St.","131","25-10","147"
"","Kentucky","112","21-10","147"
"","Holy Cross","107","7-22","147"
"","Portland St.","104","9-19","147"
"","BYU","113","28-4","147"
"","Eastern Ky.","119","10-23","147"
"127","Fordham","112","8-23","146"
"","Portland","114","16-15","146"
"","Auburn","121","18-12","146"
"","Alabama St.","132","21-15","146"
"131","Cal Poly","100","19-8","145"
"","Purdue","122","23-10","145"
"","Southeastern La.","117","13-18","145"
"134","Florida","117","25-7","144"
"","Samford","98","15-12","144"
"","Western Caro.","131","12-22","144"
"137","Syracuse","120","23-8","143"
"","Charleston So.","124","10-23","143"
"","Army West Point","114","21-10","143"
"","Western Ky.","125","32-4","143"
"141","UNI","133","19-15","142"
"","Pittsburgh","117","23-9","142"
"","North Dakota","126","21-13","142"
"","Minnesota","129","30-5","142"
"","Fresno St.","119","14-18","142"
"146","Delaware","113","12-17","141"
"","Utah Valley","101","14-14","141"
"","UNCW","116","24-8","141"
"","Cincinnati","117","21-10","141"
"150","Nebraska","129","32-4","140"
"","Yale","95","15-9","140"
"","Missouri St.","135","24-11","140"
"153","South Dakota","117","15-16","139"
"","Hofstra","127","21-11","139"
"","Tulane","125","10-22","139"
"","Illinois St.","119","22-10","139"
"","UC Santa Barbara","99","7-20","139"
"158","Southern Ill.","130","23-10","138"
"","Morgan St.","100","13-15","138"
"","FIU","104","15-13","138"
"","George Washington","122","21-11","138"
"","Evansville","119","8-24","138"
"163","UNC Greensboro","115","22-11","137"
"","North Dakota St.","120","19-12","137"
"","Virginia Tech","122","19-13","137"
"","Northern Ill.","105","19-11","137"
"167","Cleveland St.","130","26-7","136"
"","UC Riverside","107","10-19","136"
"","UConn","119","16-15","136"
"","Wake Forest","121","12-20","136"
"","Texas","114","30-3","136"
"172","Cornell","95","6-18","135"
"","Idaho","114","14-16","135"
"","Weber St.","101","6-22","135"
"175","Iowa","115","12-21","134"
"","Northeastern","123","6-25","134"
"","NJIT","105","6-25","134"
"","Green Bay","108","17-13","134"
"","Temple","115","24-8","134"
"","SFA","128","20-14","134"
"","Southeast Mo. St.","115","10-20","134"
"","South Carolina","114","13-18","134"
"","Pepperdine","115","17-14","134"
"184","Bowling Green","112","7-22","133"
"","Rice","124","21-10","133"
"","Little Rock","102","14-14","133"
"","Ball St.","124","15-17","133"
"188","Fla. Atlantic","101","18-11","132"
"","Michigan St.","119","19-14","132"
"","Siena","108","16-13","132"
"","Kennesaw St.","103","19-9","132"
"","Utah","118","10-21","132"
"","Western Mich.","131","15-18","132"
"194","Georgia St.","102","7-19","131"
"","Clemson","112","6-26","131"
"","UT Martin","125","9-24","131"
"","Louisville","117","25-7","131"
"","Miami (OH)","114","21-10","131"
"199","The Citadel","132","7-28","130"
"","Albany (NY)","98","17-9","130"
"","Baylor","109","17-13","130"
"202","George Mason","110","10-19","129"
"","Florida St.","122","25-8","129"
"","Penn St.","115","28-6","129"
"","North Texas","127","20-13","129"
"","Arkansas St.","106","28-2","129"
"207","Butler","119","12-19","128"
"","New Mexico","116","17-14","128"
"","McNeese","129","15-18","128"
"","SIUE","106","8-18","128"
"","Wright St.","113","15-16","128"
"","Davidson","101","12-16","128"
"","Troy","125","14-18","128"
"","Wyoming","116","23-7","128"
"215","Furman","108","21-9","127"
"","Quinnipiac","115","3-28","127"
"","Lipscomb","120","23-9","127"
"","UMKC","106","15-13","127"
"219","Binghamton","109","9-19","126"
"","Eastern Mich.","116","14-16","126"
"","Seton Hall","113","14-16","126"
"","Stetson","109","11-18","126"
"","Southern U.","111","10-21","126"
"","East Carolina","119","12-19","126"
"225","Col. of Charleston","129","20-13","125"
"","Marquette","124","22-12","125"
"","Bradley","106","6-24","125"
"228","Norfolk St.","90","4-21","124"
"","Radford","119","14-15","124"
"","St. John's (NY)","121","18-15","124"
"","UCLA","123","25-8","124"
"232","Bethune-Cookman","104","15-16","123"
"","Stanford","110","23-7","123"
"","Marshall","121","16-14","123"
"235","Jacksonville","113","12-16","122"
"236","Colorado","124","19-13","121"
"","UNC Asheville","100","15-12","121"
"","Presbyterian","96","4-24","121"
"","Tennessee","118","21-12","121"
"","San Diego St.","109","12-19","121"
"","UT Arlington","108","19-10","121"
"242","South Alabama","111","13-15","120"
"","Milwaukee","116","9-21","120"
"244","UC Irvine","106","13-15","119"
"","Northwestern","107","14-17","119"
"","North Carolina","110","21-10","119"
"","Robert Morris","120","19-13","119"
"","Saint Peter's","100","4-24","119"
"","San Diego","114","22-10","119"
"","Saint Mary's (CA)","99","6-22","119"
"","Western Ill.","109","3-28","119"
"252","Jackson St.","129","15-22","118"
"","Loyola Maryland","108","6-25","118"
"","Boston College","122","12-20","118"
"255","UCF","121","15-17","116"
"","Saint Francis (PA)","106","6-23","116"
"","CSU Bakersfield","105","13-15","116"
"258","Georgia Tech","120","18-14","115"
"","Florida A&M","97","8-21","115"
"","Louisiana","105","6-23","115"
"","Colorado St.","102","26-4","115"
"","Colgate","98","12-16","115"
"263","Hartford","97","2-27","114"
"","Texas Southern","117","16-19","114"
"","Long Beach St.","114","25-6","114"
"","TCU","102","19-10","114"
"267","Montana","108","8-20","113"
"268","Prairie View","113","9-25","112"
"","Ga. Southern","106","10-19","112"
"270","Purdue Fort Wayne","119","7-25","111"
"","Brown","96","10-16","111"
"","Oregon","112","16-14","111"
"","Dartmouth","88","12-11","111"
"","LSU","108","9-20","111"
"275","IUPUI","117","21-10","110"
"","Kansas St.","107","17-12","110"
"","Eastern Wash.","104","14-14","110"
"278","South Dakota St.","110","5-27","109"
"279","Grambling","111","9-25","108"
"","Arkansas","114","17-13","108"
"","CSUN","103","8-20","108"
"","SMU","119","27-6","108"
"","Oklahoma","108","12-16","108"
"","Liberty","108","14-14","108"
"285","Central Conn. St.","96","11-16","107"
"","Princeton","87","15-9","107"
"","UTEP","121","9-23","107"
"","Wisconsin","117","26-7","107"
"289","Georgia","98","5-25","106"
"","Southern Utah","102","15-15","106"
"","Duke","109","17-13","106"
"292","Arizona","124","19-14","105"
"","Rutgers","109","4-28","105"
"","Middle Tenn.","109","8-22","105"
"295","Bucknell","94","14-12","104"
"","Oregon St.","108","6-24","104"
"","Elon","110","7-23","104"
"298","Gonzaga","119","16-15","103"
"299","Jacksonville St.","119","14-20","102"
"300","Texas A&M","115","24-7","100"
"","Ark.-Pine Bluff","110","7-27","100"
"302","Mississippi Val.","114","3-30","99"
"","Toledo","113","6-23","99"
"304","Arizona St.","115","19-13","98"
"","Savannah St.","94","0-31","98"
"306","Northern Colo.","116","14-16","97"
"307","Utah St.","114","6-26","96"
"308","South Carolina St.","78","4-19","95"
"","Louisiana Tech","106","10-20","95"
"310","Chicago St.","89","1-27","94"
"","Michigan","123","20-13","94"
"312","Illinois","122","21-13","93"
"313","N.C. Central","98","5-24","92"
"","Fairleigh Dickinson","110","10-19","92"
"315","Penn","95","13-13","91"
"316","UNLV","113","16-14","90"
"317","Delaware St.","97","3-25","89"
"","N.C. A&T","75","7-14","89"
"","Texas Tech","98","14-16","89"
"","Montana St.","89","3-21","89"
"321","California","111","9-22","87"
"322","Appalachian St.","111","22-8","86"
"323","Hampton","88","3-22","85"
"324","Coppin St.","87","9-15","82"
"","West Virginia","100","5-24","82"
"326","Harvard","99","15-11","80"
"327","Buffalo","107","7-22","77"
"328","Cal St. Fullerton","99","0-28","74"
"329","Columbia","88","7-16","72"
Reclassifying
"NR","Incarnate Word","99","8-17","134"
"NR","UMass Lowell","111","4-27","115"
"NR","Grand Canyon","97","7-21","114"
"NR","Northern Ky.","116","14-16","114"
"NR","Abilene Christian","111","9-20","111"

NCAA Women's Volleyball
Division ITeam Total Blocks
Through Games 12/19/2015


"Rank","Name","S","W-L","Block Solos","Block Assists","TB"
"1","Syracuse","120","23-8","80","589","374.5"
"2","Minnesota","129","30-5","55","633","371.5"
"3","Florida St.","122","25-8","53","634","370.0"
"4","Missouri","128","27-6","111","495","358.5"
"5","Nebraska","129","32-4","55","605","357.5"
"6","Penn St.","115","28-6","87","529","351.5"
"7","Illinois","122","21-13","59","584","351.0"
"8","Wyoming","116","23-7","68","562","349.0"
"9","Southern Ill.","130","23-10","51","583","342.5"
"10","UNCW","116","24-8","53","574","340.0"
"11","Northern Ariz.","121","28-5","84","508","338.0"
"12","Washington","116","31-3","44","583","335.5"
"","North Carolina","110","21-10","58","555","335.5"
"14","Arizona St.","115","19-13","115","439","334.5"
"15","Hawaii","109","29-2","64","539","333.5"
"16","Washington St.","114","16-16","65","532","331.0"
"","Ohio St.","131","25-10","92","478","331.0"
"18","Southern California","130","33-3","58","540","328.0"
"19","UNLV","113","16-14","50","547","323.5"
"20","Florida","117","25-7","73","499","322.5"
"21","BYU","113","28-4","49","545","321.5"
"22","Creighton","134","27-9","42","557","320.5"
"23","Wisconsin","117","26-7","34","562","315.0"
"24","Denver","128","27-8","48","530","313.0"
"25","Stanford","110","23-7","66","493","312.5"
"","Kentucky","112","21-10","51","523","312.5"
"27","Pittsburgh","117","23-9","44","536","312.0"
"28","Colorado","124","19-13","58","504","310.0"
"","Santa Clara","113","22-9","58","504","310.0"
"30","Cleveland St.","130","26-7","57","505","309.5"
"31","SMU","119","27-6","51","516","309.0"
"32","Alabama St.","132","21-15","95","427","308.5"
"33","Indiana St.","132","17-16","93","424","305.0"
"34","NC State","119","16-16","30","545","302.5"
"35","Southern Miss.","139","24-11","89","426","302.0"
"36","North Dakota","126","21-13","48","506","301.0"
"","TCU","102","19-10","26","550","301.0"
"38","Colorado St.","102","26-4","57","484","299.0"
"39","American","116","28-7","56","483","297.5"
"40","New Mexico","116","17-14","78","438","297.0"
"41","Tulane","125","10-22","77","436","295.0"
"42","Gonzaga","119","16-15","68","453","294.5"
"43","UCLA","123","25-8","87","414","294.0"
"44","Houston Baptist","126","17-17","49","488","293.0"
"45","Butler","119","12-19","39","507","292.5"
"46","George Washington","122","21-11","73","438","292.0"
"47","Marquette","124","22-12","43","495","290.5"
"48","Harvard","99","15-11","69","441","289.5"
"49","Michigan St.","119","19-14","53","472","289.0"
"","Purdue","122","23-10","76","426","289.0"
"51","UTSA","122","24-9","59","459","288.5"
"52","Texas A&M","115","24-7","51","474","288.0"
"53","Gardner-Webb","119","9-22","87","398","286.0"
"54","UTEP","121","9-23","44","481","284.5"
"55","Dayton","123","27-6","35","497","283.5"
"","Portland","114","16-15","50","467","283.5"
"57","Arizona","124","19-14","89","388","283.0"
"58","Air Force","126","12-21","60","445","282.5"
"59","Texas","114","30-3","39","486","282.0"
"60","San Diego","114","22-10","73","417","281.5"
"61","Western Mich.","131","15-18","60","442","281.0"
"","Hofstra","127","21-11","22","518","281.0"
"63","St. John's (NY)","121","18-15","68","425","280.5"
"64","Virginia Tech","122","19-13","54","451","279.5"
"","Sacramento St.","122","26-7","84","391","279.5"
"","Louisville","117","25-7","74","411","279.5"
"67","Loyola Chicago","118","20-12","81","393","277.5"
"68","Col. of Charleston","129","20-13","70","410","275.0"
"69","SFA","128","20-14","62","425","274.5"
"70","IUPUI","117","21-10","74","399","273.5"
"71","Western Ky.","125","32-4","111","324","273.0"
"72","Notre Dame","121","7-25","30","483","271.5"
"73","Omaha","124","19-13","32","478","271.0"
"","UC Davis","114","15-15","46","450","271.0"
"","Southern Utah","102","15-15","47","448","271.0"
"76","LMU (CA)","125","24-9","32","477","270.5"
"77","Boston College","122","12-20","77","386","270.0"
"78","Utah Valley","101","14-14","47","442","268.0"
"","Arkansas","114","17-13","47","442","268.0"
"80","Ball St.","124","15-17","58","418","267.0"
"81","Saint Louis","120","22-10","34","461","264.5"
"82","Wichita St.","135","27-9","45","438","264.0"
"","Utah","118","10-21","29","470","264.0"
"","Tennessee","118","21-12","56","416","264.0"
"","Miami (FL)","119","21-10","59","410","264.0"
"","Weber St.","101","6-22","45","438","264.0"
"87","Winthrop","122","14-18","48","431","263.5"
"","Virginia","116","18-13","68","391","263.5"
"89","James Madison","112","22-8","42","442","263.0"
"90","Western Caro.","131","12-22","53","419","262.5"
"91","Michigan","123","20-13","65","394","262.0"
"92","Little Rock","102","14-14","63","396","261.0"
"","North Texas","127","20-13","100","322","261.0"
"","Seattle U","107","18-11","62","398","261.0"
"95","Maryland","122","15-19","69","383","260.5"
"96","FGCU","121","21-11","44","432","260.0"
"","Ohio","117","25-8","74","372","260.0"
"","Georgia Tech","120","18-14","48","424","260.0"
"99","Cincinnati","117","21-10","53","413","259.5"
"","Robert Morris","120","19-13","50","419","259.5"
"101","Ole Miss","125","22-11","84","350","259.0"
"102","Houston","123","19-13","59","398","258.0"
"","Idaho","114","14-16","42","432","258.0"
"104","FIU","104","15-13","73","369","257.5"
"105","UNI","133","19-15","64","386","257.0"
"","Pepperdine","115","17-14","32","450","257.0"
"","UT Arlington","108","19-10","33","448","257.0"
"","San Francisco","108","17-14","72","370","257.0"
"109","ETSU","112","19-12","40","433","256.5"
"","Central Ark.","104","16-13","77","359","256.5"
"111","Wofford","127","16-18","58","395","255.5"
"112","DePaul","122","16-15","43","424","255.0"
"","Idaho St.","118","23-10","34","442","255.0"
"114","Missouri St.","135","24-11","54","400","254.0"
"115","VCU","118","14-17","56","395","253.5"
"116","UMKC","106","15-13","59","388","253.0"
"117","Rice","124","21-10","71","363","252.5"
"118","New Mexico St.","126","28-6","58","388","252.0"
"","Oakland","118","18-13","54","396","252.0"
"120","Villanova","122","25-9","53","397","251.5"
"121","Davidson","101","12-16","60","382","251.0"
"122","Troy","125","14-18","68","365","250.5"
"123","Central Mich.","117","11-18","84","330","249.0"
"124","Bethune-Cookman","104","15-16","68","360","248.0"
"125","Kansas","113","30-3","25","445","247.5"
"","Elon","110","7-23","38","419","247.5"
"127","Oklahoma","108","12-16","37","419","246.5"
"128","Baylor","109","17-13","23","446","246.0"
"","Fairfield","117","21-10","44","404","246.0"
"130","Lamar University","112","14-16","45","401","245.5"
"131","Eastern Ill.","130","16-15","48","391","243.5"
"132","Rhode Island","118","20-9","49","388","243.0"
"","Texas Southern","117","16-19","87","312","243.0"
"134","Arkansas St.","106","28-2","83","318","242.0"
"","Miami (OH)","114","21-10","121","242","242.0"
"","UConn","119","16-15","54","376","242.0"
"137","Tennessee St.","118","16-14","36","409","240.5"
"","South Alabama","111","13-15","42","397","240.5"
"","Quinnipiac","115","3-28","53","375","240.5"
"140","A&M-Corpus Christi","126","31-5","38","404","240.0"
"141","Boise St.","109","23-7","39","401","239.5"
"142","Auburn","121","18-12","58","362","239.0"
"","Oregon St.","108","6-24","62","354","239.0"
"","Wright St.","113","15-16","28","422","239.0"
"145","Mercer","112","10-19","50","377","238.5"
"146","Memphis","122","19-14","45","386","238.0"
"","Valparaiso","127","27-8","50","376","238.0"
"","Bryant","124","19-14","29","418","238.0"
"149","Kent St.","115","20-10","68","336","236.0"
"150","Texas St.","111","19-12","41","389","235.5"
"151","Alabama A&M","136","13-25","94","282","235.0"
"","Morehead St.","118","10-21","63","344","235.0"
"","Charlotte","99","8-19","71","328","235.0"
"","South Carolina","114","13-18","59","352","235.0"
"155","Kansas St.","107","17-12","26","417","234.5"
"","Central Conn. St.","96","11-16","33","403","234.5"
"157","Charleston So.","124","10-23","59","346","232.0"
"","Fla. Atlantic","101","18-11","59","346","232.0"
"159","Duke","109","17-13","34","395","231.5"
"160","Delaware","113","12-17","51","360","231.0"
"","Oregon","112","16-14","39","384","231.0"
"162","Alcorn","107","12-22","99","263","230.5"
"163","North Florida","118","21-11","41","378","230.0"
"164","Evansville","119","8-24","50","359","229.5"
"","Middle Tenn.","109","8-22","30","399","229.5"
"166","Youngstown St.","114","10-21","63","332","229.0"
"","Buffalo","107","7-22","65","328","229.0"
"","Ga. Southern","106","10-19","55","348","229.0"
"169","Illinois St.","119","22-10","75","307","228.5"
"","Southeast Mo. St.","115","10-20","68","321","228.5"
"","Fairleigh Dickinson","110","10-19","42","373","228.5"
"172","Jackson St.","129","15-22","75","306","228.0"
"","Northern Colo.","116","14-16","57","342","228.0"
"174","Green Bay","108","17-13","38","379","227.5"
"","Pacific","113","17-13","46","363","227.5"
"176","High Point","118","21-10","60","334","227.0"
"","Alabama","126","17-15","76","302","227.0"
"","Rider","130","16-17","34","386","227.0"
"179","South Fla.","116","11-21","63","326","226.0"
"180","Fresno St.","119","14-18","36","377","224.5"
"","Long Beach St.","114","25-6","56","337","224.5"
"","UMES","103","22-7","32","385","224.5"
"183","San Jose St.","115","13-18","48","352","224.0"
"","Lehigh","111","19-13","49","350","224.0"
"185","Rutgers","109","4-28","30","384","222.0"
"","Columbia","88","7-16","54","336","222.0"
"","Albany (NY)","98","17-9","74","296","222.0"
"","Stetson","109","11-18","49","346","222.0"
"","Tulsa","127","15-17","69","306","222.0"
"190","LIU Brooklyn","97","14-14","40","362","221.0"
"191","Indiana","116","16-16","43","355","220.5"
"","Northwestern","107","14-17","76","289","220.5"
"","Eastern Mich.","116","14-16","61","319","220.5"
"194","George Mason","110","10-19","51","338","220.0"
"195","San Diego St.","109","12-19","29","380","219.0"
"","Manhattan","127","20-14","52","334","219.0"
"197","Purdue Fort Wayne","119","7-25","54","329","218.5"
"198","Siena","108","16-13","42","352","218.0"
"","UNC Asheville","100","15-12","41","354","218.0"
"","East Carolina","119","12-19","61","314","218.0"
"201","Temple","115","24-8","42","351","217.5"
"202","Chattanooga","121","26-6","85","264","217.0"
"","Toledo","113","6-23","57","320","217.0"
"","McNeese","129","15-18","37","360","217.0"
"205","Army West Point","114","21-10","49","335","216.5"
"","UC Irvine","106","13-15","55","323","216.5"
"207","William & Mary","115","10-20","49","334","216.0"
"","Bowling Green","112","7-22","69","294","216.0"
"","The Citadel","132","7-28","59","314","216.0"
"","Grambling","111","9-25","60","312","216.0"
"211","UNC Greensboro","115","22-11","68","295","215.5"
"212","UIC","117","12-19","58","314","215.0"
"","Campbell","112","14-17","68","294","215.0"
"214","Portland St.","104","9-19","57","315","214.5"
"215","Drake","129","15-20","28","370","213.0"
"","Howard","116","18-14","37","352","213.0"
"217","Wake Forest","121","12-20","59","305","211.5"
"218","Northern Ill.","105","19-11","54","314","211.0"
"","Bucknell","94","14-12","51","320","211.0"
"","UCF","121","15-17","55","312","211.0"
"","LSU","108","9-20","66","290","211.0"
"222","Northwestern St.","106","7-22","59","301","209.5"
"223","Mississippi St.","111","17-15","55","308","209.0"
"","UC Santa Barbara","99","7-20","44","330","209.0"
"225","Austin Peay","120","10-22","81","255","208.5"
"226","Georgia","98","5-25","50","316","208.0"
"","Kennesaw St.","103","19-9","42","332","208.0"
"228","Towson","125","26-6","33","349","207.5"
"","South Dakota","117","15-16","35","345","207.5"
"230","Tennessee Tech","120","10-21","63","288","207.0"
"231","Milwaukee","116","9-21","55","303","206.5"
"","Utah St.","114","6-26","26","361","206.5"
"","Texas Tech","98","14-16","45","323","206.5"
"234","Xavier","118","18-12","42","328","206.0"
"235","Eastern Wash.","104","14-14","51","308","205.0"
"","Jacksonville","113","12-16","39","332","205.0"
"","Iowa St.","107","19-11","37","336","205.0"
"238","UAB","118","9-23","39","330","204.0"
"","Belmont","122","17-15","31","346","204.0"
"","Niagara","110","13-17","60","288","204.0"
