 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/21/2019


"Rank","Name","S","W-L","Aces","Per Set"
"","Michigan St.","110","15-15","1329"
"214","Cleveland St.","108","8-19","1328"
"","South Fla.","113","7-23","1328"
"216","Mississippi St.","114","13-17","1326"
"217","Akron","103","16-12","1325"
"218","Lehigh","109","14-17","1323"
"","Princeton","90","17-8","1323"
"220","UNCW","117","14-15","1322"
"","Furman","109","8-21","1322"
"222","Nicholls St.","106","11-16","1321"
"223","La.-Monroe","112","12-20","1320"
"224","Northern Ill.","110","8-22","1319"
"225","Coppin St.","114","13-18","1316"
"226","Charlotte","112","16-15","1312"
"227","Florida St.","105","19-10","1311"
"","San Francisco","108","8-21","1311"
"229","FIU","103","10-16","1306"
"230","Chattanooga","115","7-23","1302"
"231","Fresno St.","104","14-16","1295"
"232","Colorado","106","13-17","1293"
"233","Ark.-Pine Bluff","124","10-24","1292"
"","Providence","115","6-25","1292"
"235","Idaho St.","115","7-23","1288"
"236","Presbyterian","103","15-15","1286"
"237","Marshall","101","18-10","1282"
"238","Portland","107","11-18","1279"
"239","Toledo","108","9-19","1277"
"240","IUPUI","115","7-22","1275"
"","Incarnate Word","114","7-23","1275"
"242","Delaware St.","110","12-18","1274"
"243","Holy Cross","111","5-25","1272"
"244","Stetson","103","12-15","1271"
"245","McNeese","106","11-17","1270"
"246","UTEP","106","13-15","1267"
"247","Gonzaga","110","11-19","1266"
"248","North Dakota","113","12-18","1264"
"249","UC Riverside","101","6-22","1263"
"","Bucknell","102","14-14","1263"
"251","LSU","102","15-13","1260"
"252","Seton Hall","114","8-24","1258"
"253","Wake Forest","105","14-15","1257"
"","LIU Brooklyn","105","12-17","1257"
"255","Montana","112","7-23","1255"
"","Columbia","93","12-12","1255"
"257","Louisiana Tech","103","13-15","1254"
"258","Georgia St.","105","10-17","1250"
"259","The Citadel","111","11-20","1249"
"260","Xavier","103","11-17","1244"
"261","Fordham","106","12-14","1239"
"262","Charleston So.","103","14-15","1238"
"","Eastern Wash.","113","6-24","1238"
"264","Miami (FL)","102","10-16","1236"
"265","Alabama","105","12-17","1235"
"266","UConn","104","12-16","1233"
"267","Saint Mary's (CA)","106","11-17","1232"
"268","Belmont","108","2-29","1231"
"269","Portland St.","111","10-19","1226"
"270","UAB","98","12-15","1225"
"","Davidson","105","10-18","1225"
"272","New Hampshire","102","17-10","1224"
"273","Eastern Ky.","99","9-21","1223"
"274","Bethune-Cookman","118","8-24","1219"
"275","Niagara","105","13-16","1214"
"276","South Dakota St.","107","6-22","1212"
"277","Wichita St.","105","9-19","1209"
"278","UC Irvine","105","5-23","1206"
"279","Syracuse","94","12-13","1205"
"280","Col. of Charleston","102","7-21","1200"
"281","Cornell","86","17-6","1196"
"282","Indiana St.","103","7-21","1195"
"283","Texas Southern","103","11-18","1194"
"284","Western Ill.","107","6-23","1186"
"285","Manhattan","115","8-23","1184"
"286","Southern Miss.","102","3-26","1183"
"287","Albany (NY)","99","16-11","1182"
"288","Cal St. Fullerton","100","12-15","1181"
"289","Auburn","103","7-22","1179"
"290","James Madison","93","20-8","1171"
"291","Stony Brook","96","9-17","1167"
"292","George Washington","100","15-14","1160"
"293","UNC Greensboro","97","11-20","1158"
"294","Rhode Island","95","8-18","1155"
"295","Temple","92","12-15","1154"
"296","Rutgers","105","8-23","1153"
"297","Tennessee St.","104","12-17","1150"
"298","Lamar University","94","9-17","1148"
"299","Eastern Ill.","106","3-26","1134"
"300","USC Upstate","101","8-19","1126"
"301","Youngstown St.","101","8-21","1115"
"302","Ga. Southern","101","7-20","1113"
"303","Duquesne","94","10-17","1109"
"304","Iona","101","5-23","1107"
"305","Hampton","95","8-17","1103"
"306","Kansas","96","9-17","1102"
"307","Yale","83","15-8","1098"
"308","George Mason","97","4-22","1096"
"309","Brown","87","13-10","1090"
"310","William & Mary","97","7-20","1081"
"311","Florida A&M","106","10-20","1067"
"312","Radford","95","10-16","1062"
"313","UNC Asheville","90","13-13","1058"
"314","Abilene Christian","93","7-19","1054"
"","UMBC","88","7-16","1054"
"316","NJIT","110","1-31","1050"
"","Dartmouth","89","10-15","1050"
"318","Saint Peter's","109","3-27","1049"
"319","Southern U.","108","11-21","1041"
"320","Harvard","88","5-18","1033"
"321","Penn","82","11-10","1026"
"322","Grambling","109","11-24","1014"
"323","Little Rock","95","6-22","1007"
"324","Utah St.","108","2-28","975"
"325","Alcorn","102","7-23","913"
"326","Saint Francis (PA)","93","3-25","909"
"327","Mississippi Val.","108","4-30","905"
"328","Fairleigh Dickinson","98","4-26","891"
"329","Gardner-Webb","84","3-22","791"
"330","Norfolk St.","86","2-23","787"
"331","Binghamton","74","0-23","697"
"332","South Carolina St.","82","0-29","635"
Reclassifying
"NR","California Baptist","117","14-16","1423"
"NR","North Ala.","101","4-25","950"
"NR","Merrimack","78","1-24","651"

NCAA Women's Volleyball
Division ITeam Service Aces
Through Games 12/21/2019


"Rank","Name","S","W-L","Aces"
"1","UMES","127","12-19","263"
"2","UNLV","128","20-11","241"
"3","American","120","24-8","235"
"4","Coastal Caro.","116","24-6","231"
"","Kennesaw St.","115","22-9","231"
"6","Western Ky.","118","32-2","220"
"7","Southeast Mo. St.","129","23-11","214"
"8","Northern Colo.","132","26-8","213"
"","High Point","122","21-13","213"
"10","Cincinnati","125","27-7","209"
"11","Omaha","129","19-14","208"
"12","ETSU","122","25-6","207"
"13","Coppin St.","114","13-18","205"
"14","Weber St.","133","26-9","204"
"","N.C. Central","123","8-24","204"
"","Cal Poly","110","21-9","204"
"17","Denver","117","23-9","203"
"18","Alabama St.","142","17-22","201"
"","Delaware St.","110","12-18","201"
"20","Northern Ariz.","124","21-11","200"
"21","Howard","121","20-13","198"
"22","Wofford","116","15-16","196"
"","Loyola Chicago","124","21-11","196"
"24","Santa Clara","124","21-12","194"
"","Marquette","122","28-6","194"
"26","UTSA","113","16-14","193"
"","Morgan St.","114","18-13","193"
"28","Fairfield","110","24-6","192"
"","Pepperdine","114","18-11","192"
"","Washington","133","27-7","192"
"","Navy","111","17-12","192"
"32","Fresno St.","104","14-16","190"
"33","Wisconsin","116","27-7","189"
"","Missouri","111","22-8","189"
"35","Northern Ky.","123","19-13","188"
"36","Ark.-Pine Bluff","124","10-24","187"
"37","Maryland","127","13-19","186"
"","North Florida","126","15-18","186"
"39","UNCW","117","14-15","185"
"","St. John's (NY)","118","22-12","185"
"","Texas St.","118","24-9","185"
"","Creighton","107","25-6","185"
"43","Lafayette","125","13-19","184"
"","Purdue","122","24-8","184"
"","Saint Louis","112","17-12","184"
"","A&M-Corpus Christi","117","19-12","184"
"47","Illinois St.","132","22-12","183"
"","Prairie View","136","17-22","183"
"","Samford","118","24-6","183"
"50","Illinois","118","16-14","182"
"","Tulane","131","22-11","182"
"","Colorado St.","110","29-2","182"
"53","Georgetown","122","13-19","179"
"","UTRGV","117","14-17","179"
"","Troy","120","23-10","179"
"","Canisius","123","15-16","179"
"57","Campbell","108","17-13","178"
"","Army West Point","116","22-10","178"
"","Portland","107","11-18","178"
"","Robert Morris","107","25-5","178"
"","South Dakota","123","31-3","178"
"62","Houston","141","16-17","177"
"","The Citadel","111","11-20","177"
"","Sacramento St.","130","14-18","177"
"","Dayton","114","22-9","177"
"","Southern Ill.","134","14-18","177"
"","Morehead St.","119","23-10","177"
"68","Michigan","118","21-11","176"
"","Pacific","120","13-17","176"
"","Texas A&M","120","23-8","176"
"71","Milwaukee","119","26-6","175"
"","Gonzaga","110","11-19","175"
"73","Southern California","132","18-14","174"
"74","BYU","112","26-5","173"
"75","Northwestern St.","119","20-13","171"
"","Chattanooga","115","7-23","171"
"","McNeese","106","11-17","171"
"","Murray St.","114","19-11","171"
"79","Hofstra","111","17-12","170"
"","Georgia Tech","123","26-8","170"
"","Bryant","113","15-17","170"
"","Presbyterian","103","15-15","170"
"","UAB","98","12-15","170"
"","Northeastern","108","15-14","170"
"","Southern Utah","116","15-16","170"
"","Boston College","128","20-12","170"
"87","Hartford","109","16-13","169"
"","Florida A&M","106","10-20","169"
"","Mercer","114","14-17","169"
"","UMKC","111","17-12","169"
"","Florida","117","27-5","169"
"92","Houston Baptist","118","17-15","168"
"","Marist","115","15-15","168"
"94","Washington St.","123","23-10","167"
"","Villanova","112","22-9","167"
"","Rider","115","15-16","167"
"","St. Francis Brooklyn","119","14-17","167"
"","La Salle","110","15-14","167"
"99","Appalachian St.","116","13-17","166"
"","Winthrop","109","24-5","166"
"","Manhattan","115","8-23","166"
"102","Georgia","112","20-10","165"
"","Seattle U","120","13-18","165"
"","UNI","129","24-11","165"
"105","Ball St.","126","20-12","164"
"","Penn St.","117","27-6","164"
"","Delaware","104","15-14","164"
"","New Hampshire","102","17-10","164"
"109","South Alabama","119","20-11","163"
"","Arkansas St.","116","17-13","163"
"111","Stanford","120","30-4","162"
"","UC Davis","112","17-13","162"
"113","Elon","129","14-18","161"
"","Sacred Heart","120","20-12","161"
"","Towson","112","29-3","161"
"116","IUPUI","115","7-22","160"
"","New Orleans","111","13-18","160"
"","Akron","103","16-12","160"
"119","FGCU","108","27-5","159"
"","George Washington","100","15-14","159"
"121","Memphis","110","17-11","158"
"","Bradley","119","15-15","158"
"123","Nevada","114","17-13","157"
"","Oregon","113","9-20","157"
"","Louisville","121","22-10","157"
"126","Hawaii","114","26-4","156"
"","Oral Roberts","123","8-23","156"
"","Pittsburgh","111","30-2","156"
"","La.-Monroe","112","12-20","156"
"130","Boise St.","111","18-12","155"
"","Providence","115","6-25","155"
"","LMU (CA)","110","14-15","155"
"","Bowling Green","127","20-13","155"
"134","Colgate","122","24-8","154"
"","Wright St.","111","24-6","154"
"","Incarnate Word","114","7-23","154"
"","Toledo","108","9-19","154"
"","Utah","137","24-10","154"
"139","Iona","101","5-23","153"
"","Alcorn","102","7-23","153"
"","Saint Peter's","109","3-27","153"
"","New Mexico St.","108","27-4","153"
"","Air Force","114","8-22","153"
"144","Grand Canyon","116","24-6","151"
"","N.C. A&T","115","16-15","151"
"","Arkansas","113","11-19","151"
"","Chicago St.","119","5-26","151"
"148","Texas","98","23-4","150"
"","Kentucky","114","25-7","150"
"150","Jackson St.","130","18-19","149"
"","San Diego","112","25-6","149"
"","CSU Bakersfield","114","9-19","149"
"","Fla. Atlantic","100","16-11","149"
"154","Miami (FL)","102","10-16","148"
"","Southeastern La.","118","14-17","148"
"","SFA","114","31-2","148"
"157","Central Mich.","113","21-9","147"
"","Central Conn. St.","117","15-15","147"
"","San Jose St.","107","10-19","147"
"","Liberty","121","21-12","147"
"","LIU Brooklyn","105","12-17","147"
"162","Holy Cross","111","5-25","146"
"","Western Caro.","113","17-13","146"
"","Ohio","119","18-13","146"
"","Missouri St.","125","10-22","146"
"","Texas Southern","103","11-18","146"
"167","Central Ark.","124","16-14","145"
"","Alabama A&M","114","20-15","145"
"","Siena","111","11-18","145"
"","Valparaiso","127","14-20","145"
"","Tulsa","132","18-16","145"
"","Middle Tenn.","117","13-17","145"
"173","VCU","112","24-7","144"
"","UTEP","106","13-15","144"
"","Notre Dame","115","19-10","144"
"176","Lamar University","94","9-17","143"
"","Iowa St.","107","17-12","143"
"","Eastern Wash.","113","6-24","143"
"","Indiana","126","14-19","143"
"","UCF","122","25-8","143"
"","Buffalo","119","13-17","143"
"","Drake","125","9-22","143"
"","Jacksonville","116","10-21","143"
"184","Butler","115","14-16","142"
"","Evansville","117","16-14","142"
"","Seton Hall","114","8-24","142"
"","DePaul","121","14-16","142"
"188","Saint Mary's (CA)","106","11-17","141"
"","Albany (NY)","99","16-11","141"
"","Arizona St.","124","17-14","141"
"191","Youngstown St.","101","8-21","140"
"","Minnesota","118","27-6","140"
"","North Dakota","113","12-18","140"
"","California","113","20-10","140"
"","Loyola Maryland","122","13-18","140"
"","USC Upstate","101","8-19","140"
"197","Kent St.","113","14-15","139"
"","Quinnipiac","114","14-16","139"
"","Montana St.","112","15-14","139"
"","Austin Peay","118","11-20","139"
"201","Bucknell","102","14-14","138"
"","Harvard","88","5-18","138"
"","SIUE","112","14-15","138"
"204","Mississippi Val.","108","4-30","137"
"","Radford","95","10-16","137"
"","Clemson","107","11-18","137"
"","Ohio St.","114","15-17","137"
"","Oklahoma","111","19-9","137"
"209","Lipscomb","105","16-13","136"
"","South Carolina","114","20-12","136"
"","Rutgers","105","8-23","136"
"","Portland St.","111","10-19","136"
"213","Rice","108","27-4","135"
"","Bethune-Cookman","118","8-24","135"
"215","Eastern Ill.","106","3-26","134"
"","Texas Tech","116","17-13","134"
"","Purdue Fort Wayne","128","18-15","134"
"218","Idaho","124","13-18","133"
"","Lehigh","109","14-17","133"
"","North Carolina","107","15-13","133"
"","UNC Greensboro","97","11-20","133"
"","CSUN","108","12-16","133"
"","Georgia St.","105","10-17","133"
"224","Virginia","107","13-18","132"
"","Miami (OH)","108","17-12","132"
"","Wake Forest","105","14-15","132"
"","UMBC","88","7-16","132"
"","Northwestern","118","14-18","132"
"","Western Ill.","107","6-23","132"
"","East Carolina","113","19-11","132"
"","UIC","116","20-11","132"
"232","Idaho St.","115","7-23","131"
"","Wyoming","119","22-9","131"
"","New Mexico","115","11-19","131"
"235","Louisiana Tech","103","13-15","130"
"","Rhode Island","95","8-18","130"
"","Stetson","103","12-15","130"
"","UC Santa Barbara","107","23-6","130"
"","Nicholls St.","106","11-16","130"
"240","San Francisco","108","8-21","129"
"","Tennessee","108","15-13","129"
"","Iowa","115","10-21","129"
"","Marshall","101","18-10","129"
"","Michigan St.","110","15-15","129"
"245","Charleston So.","103","14-15","128"
"","South Fla.","113","7-23","128"
"","Sam Houston St.","134","19-14","128"
"248","Montana","112","7-23","127"
"249","TCU","108","12-18","126"
"","UT Arlington","131","20-14","126"
"","North Dakota St.","112","13-16","126"
"","NC State","123","11-19","126"
"","Green Bay","114","21-9","126"
"","Charlotte","112","16-15","126"
"255","Nebraska","119","28-5","125"
"256","Cornell","86","17-6","124"
"","UCLA","102","19-12","124"
"","Syracuse","94","12-13","124"
"","Mississippi St.","114","13-17","124"
"260","Davidson","105","10-18","123"
"","UT Martin","118","13-19","123"
"262","Virginia Tech","121","11-20","122"
"","Tennessee Tech","112","13-17","122"
"264","Alabama","105","12-17","121"
"","Cleveland St.","108","8-19","121"
"","Kansas St.","113","9-19","121"
"","Florida St.","105","19-10","121"
"268","Utah Valley","113","11-19","120"
"","Northern Ill.","110","8-22","120"
"270","Utah St.","108","2-28","119"
"","Oregon St.","122","9-22","119"
"","South Dakota St.","107","6-22","119"
"273","Hampton","95","8-17","118"
"","Louisiana","110","14-16","118"
"","Southern U.","108","11-21","118"
"","Brown","87","13-10","118"
"","Oakland","108","15-14","118"
"278","Long Beach St.","110","12-17","117"
"","Niagara","105","13-16","117"
"","Saint Francis (PA)","93","3-25","117"
"","Ole Miss","117","14-15","117"
"","William & Mary","97","7-20","117"
"","Fordham","106","12-14","117"
"284","George Mason","97","4-22","116"
"","Baylor","104","29-2","116"
"","Yale","83","15-8","116"
"","FIU","103","10-16","116"
"288","UNC Asheville","90","13-13","115"
"289","Dartmouth","89","10-15","114"
"","Colorado","106","13-17","114"
"","Western Mich.","112","14-14","114"
"292","James Madison","93","20-8","113"
"","North Texas","109","17-11","113"
"294","LSU","102","15-13","112"
"","Princeton","90","17-8","112"
"","Norfolk St.","86","2-23","112"
"","Arizona","117","15-17","112"
"","UC Irvine","105","5-23","112"
"299","Auburn","103","7-22","109"
"300","Duquesne","94","10-17","108"
"","Grambling","109","11-24","108"
"","Eastern Ky.","99","9-21","108"
"303","Penn","82","11-10","107"
"","Binghamton","74","0-23","107"
"","Indiana St.","103","7-21","107"
"","SMU","106","18-10","107"
"307","Wichita St.","105","9-19","106"
"","UC Riverside","101","6-22","106"
"","Ga. Southern","101","7-20","106"
"","Belmont","108","2-29","106"
"311","Gardner-Webb","84","3-22","105"
"","Jacksonville St.","106","20-10","105"
"","Duke","110","12-19","105"
"314","Little Rock","95","6-22","104"
"","West Virginia","108","12-17","104"
"","UConn","104","12-16","104"
"317","Col. of Charleston","102","7-21","102"
"","Columbia","93","12-12","102"
"","Eastern Mich.","106","11-17","102"
"320","Furman","109","8-21","101"
"","Abilene Christian","93","7-19","101"
"322","Stony Brook","96","9-17","99"
"","Temple","92","12-15","99"
"324","South Carolina St.","82","0-29","98"
"","NJIT","110","1-31","98"
"326","Tennessee St.","104","12-17","96"
"327","Fairleigh Dickinson","98","4-26","95"
"","Southern Miss.","102","3-26","95"
"329","Xavier","103","11-17","94"
"330","Cal St. Fullerton","100","12-15","93"
"331","Kansas","96","9-17","86"
"332","San Diego St.","110","15-14","80"
Reclassifying
"NR","California Baptist","117","14-16","180"
"NR","North Ala.","101","4-25","117"
"NR","Merrimack","78","1-24","77"

NCAA Women's Volleyball
Division ITeam Digs
Through Games 12/21/2019


"Rank","Name","S","W-L","Digs"
"1","Southern Ill.","134","14-18","2368"
"2","UNI","129","24-11","2294"
"3","Bowling Green","127","20-13","2256"
"4","Tulsa","132","18-16","2252"
"5","Bradley","119","15-15","2242"
"6","Weber St.","133","26-9","2209"
"7","Illinois St.","132","22-12","2192"
"","Sam Houston St.","134","19-14","2192"
"9","Valparaiso","127","14-20","2190"
"10","Ball St.","126","20-12","2187"
"11","Wright St.","111","24-6","2156"
"12","Houston","141","16-17","2155"
"13","Loyola Maryland","122","13-18","2152"
"14","Northern Ky.","123","19-13","2151"
"15","Evansville","117","16-14","2146"
"16","Southeast Mo. St.","129","23-11","2144"
"17","Houston Baptist","118","17-15","2095"
"18","Tulane","131","22-11","2076"
"19","Drake","125","9-22","2074"
"20","Milwaukee","119","26-6","2071"
"21","Canisius","123","15-16","2068"
"22","Charlotte","112","16-15","2067"
"23","South Dakota","123","31-3","2046"
"24","Northern Ariz.","124","21-11","2041"
"25","Western Caro.","113","17-13","2039"
"26","Sacramento St.","130","14-18","2035"
"27","Loyola Chicago","124","21-11","2028"
"28","Army West Point","116","22-10","2021"
"29","SFA","114","31-2","2015"
"30","Purdue Fort Wayne","128","18-15","2005"
"31","Green Bay","114","21-9","1997"
"","Kent St.","113","14-15","1997"
"33","Prairie View","136","17-22","1994"
"34","UT Arlington","131","20-14","1992"
"","Central Mich.","113","21-9","1992"
"36","Northern Colo.","132","26-8","1971"
"37","Louisiana","110","14-16","1967"
"38","Arizona St.","124","17-14","1963"
"39","Oral Roberts","123","8-23","1959"
"40","Northwestern St.","119","20-13","1950"
"41","UCF","122","25-8","1949"
"42","UIC","116","20-11","1943"
"43","Idaho St.","115","7-23","1940"
"44","Morehead St.","119","23-10","1936"
"45","Central Conn. St.","117","15-15","1932"
"46","Fordham","106","12-14","1931"
"47","SMU","106","18-10","1919"
"48","Utah","137","24-10","1915"
"49","Ohio","119","18-13","1913"
"50","Minnesota","118","27-6","1905"
"51","St. Francis Brooklyn","119","14-17","1904"
"52","Sacred Heart","120","20-12","1900"
"53","High Point","122","21-13","1895"
"54","Winthrop","109","24-5","1891"
"55","Austin Peay","118","11-20","1890"
"56","Rice","108","27-4","1875"
"57","Marquette","122","28-6","1863"
"58","Cleveland St.","108","8-19","1859"
"","Alabama St.","142","17-22","1859"
"60","Washington","133","27-7","1857"
"61","Washington St.","123","23-10","1855"
"62","SIUE","112","14-15","1852"
"63","Central Ark.","124","16-14","1848"
"64","Indiana St.","103","7-21","1846"
"65","Portland St.","111","10-19","1841"
"66","Omaha","129","19-14","1839"
"","Stanford","120","30-4","1839"
"68","Pacific","120","13-17","1837"
"","Colgate","122","24-8","1837"
"70","Idaho","124","13-18","1836"
"71","North Texas","109","17-11","1831"
"","N.C. Central","123","8-24","1831"
"73","A&M-Corpus Christi","117","19-12","1830"
"74","Quinnipiac","114","14-16","1829"
"75","Oakland","108","15-14","1826"
"76","Rider","115","15-16","1825"
"","Miami (OH)","108","17-12","1825"
"78","DePaul","121","14-16","1820"
"79","Murray St.","114","19-11","1819"
"","Butler","115","14-16","1819"
"81","Chicago St.","119","5-26","1818"
"","NC State","123","11-19","1818"
"83","Ole Miss","117","14-15","1811"
"84","Eastern Mich.","106","11-17","1807"
"","Santa Clara","124","21-12","1807"
"86","Grand Canyon","116","24-6","1805"
"87","Fairfield","110","24-6","1804"
"","Cincinnati","125","27-7","1804"
"89","Nebraska","119","28-5","1802"
"90","Elon","129","14-18","1801"
"91","Arkansas St.","116","17-13","1799"
"92","Robert Morris","107","25-5","1798"
"93","Oregon St.","122","9-22","1789"
"","Bethune-Cookman","118","8-24","1789"
"95","American","120","24-8","1788"
"96","Towson","112","29-3","1787"
"","La Salle","110","15-14","1787"
"98","North Florida","126","15-18","1781"
"99","Liberty","121","21-12","1778"
"100","Oklahoma","111","19-9","1776"
"101","Nevada","114","17-13","1774"
"102","Notre Dame","115","19-10","1771"
"103","La.-Monroe","112","12-20","1770"
"","East Carolina","113","19-11","1770"
"105","Ohio St.","114","15-17","1769"
"106","Southern California","132","18-14","1767"
"107","UNLV","128","20-11","1766"
"","Boston College","128","20-12","1766"
"109","Marist","115","15-15","1765"
"110","Jackson St.","130","18-19","1763"
"111","Saint Louis","112","17-12","1760"
"112","Southern Utah","116","15-16","1756"
"113","Kennesaw St.","115","22-9","1753"
"114","Eastern Wash.","113","6-24","1749"
"115","Virginia Tech","121","11-20","1748"
"116","Cal St. Fullerton","100","12-15","1744"
"117","Samford","118","24-6","1742"
"","Montana St.","112","15-14","1742"
"119","Saint Peter's","109","3-27","1739"
"120","Wyoming","119","22-9","1738"
"","North Dakota St.","112","13-16","1738"
"122","Missouri St.","125","10-22","1737"
"123","Wisconsin","116","27-7","1735"
"124","IUPUI","115","7-22","1730"
"125","Western Mich.","112","14-14","1729"
"126","Tennessee Tech","112","13-17","1728"
"127","Morgan St.","114","18-13","1727"
"128","Arizona","117","15-17","1723"
"","Georgia Tech","123","26-8","1723"
"130","Texas Tech","116","17-13","1714"
"","San Francisco","108","8-21","1714"
"132","Southeastern La.","118","14-17","1713"
"133","Niagara","105","13-16","1712"
"134","Southern Miss.","102","3-26","1711"
"135","Purdue","122","24-8","1709"
"136","Providence","115","6-25","1706"
"137","ETSU","122","25-6","1705"
"138","Stetson","103","12-15","1699"
"139","Indiana","126","14-19","1698"
"140","North Dakota","113","12-18","1697"
"141","Akron","103","16-12","1695"
"142","UTSA","113","16-14","1694"
"143","Texas St.","118","24-9","1691"
"144","Hawaii","114","26-4","1687"
"145","Eastern Ky.","99","9-21","1686"
"146","Holy Cross","111","5-25","1682"
"","Kansas St.","113","9-19","1682"
"148","Kentucky","114","25-7","1681"
"149","FGCU","108","27-5","1680"
"150","Western Ky.","118","32-2","1679"
"151","California","113","20-10","1678"
"152","Furman","109","8-21","1676"
"153","Seton Hall","114","8-24","1673"
"154","South Alabama","119","20-11","1672"
"","Memphis","110","17-11","1672"
"156","Chattanooga","115","7-23","1671"
"","Oregon","113","9-20","1671"
"158","Ark.-Pine Bluff","124","10-24","1670"
"159","Mississippi St.","114","13-17","1668"
"","Middle Tenn.","117","13-17","1668"
"161","UT Martin","118","13-19","1667"
"162","Toledo","108","9-19","1664"
"163","Creighton","107","25-6","1659"
"164","Troy","120","23-10","1658"
"","Lafayette","125","13-19","1658"
"166","Florida","117","27-5","1657"
"167","CSU Bakersfield","114","9-19","1653"
"168","Bucknell","102","14-14","1645"
"","Georgia St.","105","10-17","1645"
"170","Appalachian St.","116","13-17","1642"
"171","Pepperdine","114","18-11","1641"
"172","Iowa St.","107","17-12","1640"
"173","New Orleans","111","13-18","1638"
"174","Villanova","112","22-9","1637"
"175","Georgetown","122","13-19","1635"
"176","Siena","111","11-18","1632"
"177","N.C. A&T","115","16-15","1628"
"178","Manhattan","115","8-23","1624"
"179","Jacksonville","116","10-21","1620"
"180","South Fla.","113","7-23","1619"
"","Seattle U","120","13-18","1619"
"182","Bryant","113","15-17","1617"
"","Texas A&M","120","23-8","1617"
"184","Campbell","108","17-13","1616"
"185","Illinois","118","16-14","1615"
"186","UNCW","117","14-15","1614"
"187","Youngstown St.","101","8-21","1613"
"188","Florida St.","105","19-10","1612"
"189","Portland","107","11-18","1611"
"190","UTRGV","117","14-17","1608"
"191","Pittsburgh","111","30-2","1602"
"192","Dayton","114","22-9","1601"
"193","Nicholls St.","106","11-16","1598"
"","Eastern Ill.","106","3-26","1598"
"195","San Jose St.","107","10-19","1597"
"196","Northwestern","118","14-18","1596"
"197","San Diego","112","25-6","1595"
"","UMKC","111","17-12","1595"
"","Presbyterian","103","15-15","1595"
"200","Tennessee St.","104","12-17","1594"
"","UC Santa Barbara","107","23-6","1594"
"202","Alabama A&M","114","20-15","1593"
"203","Michigan","118","21-11","1587"
"","The Citadel","111","11-20","1587"
"","Georgia","112","20-10","1587"
"206","Boise St.","111","18-12","1586"
"","St. John's (NY)","118","22-12","1586"
"208","Xavier","103","11-17","1583"
"209","Col. of Charleston","102","7-21","1580"
"210","Montana","112","7-23","1577"
"","Howard","121","20-13","1577"
"","Louisiana Tech","103","13-15","1577"
"213","McNeese","106","11-17","1575"
"214","Wofford","116","15-16","1573"
"","Northeastern","108","15-14","1573"
"","Iowa","115","10-21","1573"
"217","Lipscomb","105","16-13","1569"
"218","Navy","111","17-12","1568"
"219","Lehigh","109","14-17","1566"
"220","Marshall","101","18-10","1561"
"221","West Virginia","108","12-17","1560"
"222","Louisville","121","22-10","1558"
"","UMES","127","12-19","1558"
"","Penn St.","117","27-6","1558"
"225","New Mexico","115","11-19","1556"
"","Air Force","114","8-22","1556"
"227","Denver","117","23-9","1553"
"228","Wichita St.","105","9-19","1552"
"229","Rhode Island","95","8-18","1551"
"230","UConn","104","12-16","1550"
"","Iona","101","5-23","1550"
"232","Ga. Southern","101","7-20","1548"
"233","Long Beach St.","110","12-17","1547"
"","Tennessee","108","15-13","1547"
"235","South Dakota St.","107","6-22","1546"
"236","Hofstra","111","17-12","1543"
"237","Utah Valley","113","11-19","1542"
"238","Buffalo","119","13-17","1529"
"","Gonzaga","110","11-19","1529"
"240","Duke","110","12-19","1527"
"241","LIU Brooklyn","105","12-17","1523"
"","Maryland","127","13-19","1523"
"243","Jacksonville St.","106","20-10","1517"
"244","LMU (CA)","110","14-15","1515"
"","UCLA","102","19-12","1515"
"246","FIU","103","10-16","1514"
"247","Northern Ill.","110","8-22","1505"
"248","New Mexico St.","108","27-4","1504"
"","Auburn","103","7-22","1504"
"250","Baylor","104","29-2","1501"
"251","Duquesne","94","10-17","1498"
"252","Mercer","114","14-17","1491"
"253","CSUN","108","12-16","1489"
"254","Belmont","108","2-29","1486"
"","Fairleigh Dickinson","98","4-26","1486"
"256","South Carolina","114","20-12","1479"
"257","Coppin St.","114","13-18","1475"
"258","Clemson","107","11-18","1474"
"259","Hartford","109","16-13","1471"
"260","San Diego St.","110","15-14","1469"
"","Temple","92","12-15","1469"
"262","Fresno St.","104","14-16","1468"
"263","Colorado St.","110","29-2","1467"
"","Grambling","109","11-24","1467"
"265","Davidson","105","10-18","1465"
"266","North Carolina","107","15-13","1463"
"267","UC Riverside","101","6-22","1462"
"268","UNC Asheville","90","13-13","1454"
"269","Cal Poly","110","21-9","1453"
"270","UAB","98","12-15","1452"
"271","LSU","102","15-13","1451"
"272","Florida A&M","106","10-20","1448"
"273","VCU","112","24-7","1442"
"274","UNC Greensboro","97","11-20","1438"
"275","Arkansas","113","11-19","1437"
"276","BYU","112","26-5","1428"
"","UC Davis","112","17-13","1428"
"278","New Hampshire","102","17-10","1427"
"279","Virginia","107","13-18","1426"
"280","TCU","108","12-18","1424"
"281","George Washington","100","15-14","1423"
"282","Coastal Caro.","116","24-6","1422"
"283","George Mason","97","4-22","1420"
"284","Little Rock","95","6-22","1417"
"285","Incarnate Word","114","7-23","1414"
"286","Fla. Atlantic","100","16-11","1407"
"287","Missouri","111","22-8","1405"
